Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
1.053082	1.053082	0.000000	1.978335	27.860000	1.974044	27.610000	23.265306	
0.361168	0.361168	0.000000	1.644667	42.100000	1.630657	42.070000	23.162164	
0.154900	0.154900	0.000000	1.194914	58.480000	1.195754	58.540000	23.138682	
0.096185	0.096185	0.000000	0.979069	68.480000	0.992337	68.470000	23.150193	
0.075859	0.075859	0.000000	0.895629	73.540000	0.908757	73.380000	23.207157	
0.064797	0.064797	0.000000	0.882864	75.860000	0.902030	75.780000	23.265677	
0.054811	0.054811	0.000000	0.886506	77.280000	0.911867	76.980000	23.308518	
0.054944	0.054944	0.000000	0.895749	77.820000	0.929334	77.750000	23.356314	
0.052095	0.052095	0.000000	0.907482	78.640000	0.944189	78.330000	23.386998	
0.051285	0.051285	0.000000	0.901165	79.040000	0.941285	78.680000	23.406344	
0.043702	0.043702	0.000000	0.907824	79.480000	0.952780	78.930000	23.393589	
0.045613	0.045613	0.000000	0.899395	80.240000	0.949750	79.070000	23.384339	
0.044009	0.044009	0.000000	0.895239	80.600000	0.952904	79.500000	23.380323	
0.044159	0.044159	0.000000	0.901712	80.800000	0.959327	79.760000	23.377769	
0.041119	0.041119	0.000000	0.899946	81.180000	0.956627	80.140000	23.365879	
0.037811	0.037811	0.000000	0.899647	81.200000	0.956769	80.400000	23.365619	
0.040339	0.040339	0.000000	0.894995	81.480000	0.946272	80.600000	23.359127	
0.037802	0.037802	0.000000	0.889992	81.560000	0.949179	80.640000	23.364442	
0.038759	0.038759	0.000000	0.882334	82.000000	0.942291	80.780000	23.367910	
0.037036	0.037036	0.000000	0.885070	81.680000	0.952055	80.660000	23.376109	
0.031724	0.031724	0.000000	0.881549	82.020000	0.959717	80.790000	23.379071	
0.038735	0.038735	0.000000	0.885704	81.940000	0.959781	80.710000	23.380412	
0.033313	0.033313	0.000000	0.873666	81.940000	0.952454	81.000000	23.378801	
0.031031	0.031031	0.000000	0.886986	81.840000	0.958220	80.940000	23.377016	
0.033771	0.033771	0.000000	0.887929	82.180000	0.954346	81.220000	23.375941	
0.033468	0.033468	0.000000	0.882935	82.600000	0.944028	81.150000	23.370096	
0.032386	0.032386	0.000000	0.878222	82.540000	0.940495	81.230000	23.367797	
0.033463	0.033463	0.000000	0.878218	82.260000	0.939073	81.220000	23.361926	
0.033403	0.033403	0.000000	0.875681	82.820000	0.931885	81.430000	23.356273	
0.031315	0.031315	0.000000	0.869285	82.520000	0.931132	81.450000	23.351755	
0.282793	0.048587	0.780686	0.823076	83.080000	0.888854	81.500000	227.431817	
0.254818	0.045292	0.698422	0.785678	83.440000	0.863819	81.880000	226.999455	
0.209764	0.038488	0.570922	0.765930	83.400000	0.843838	82.110000	227.675994	
0.243088	0.049166	0.646407	0.745445	84.340000	0.825562	82.170000	227.511415	
0.229124	0.052252	0.589573	0.745814	84.120000	0.828004	82.010000	227.810803	
0.221441	0.044013	0.591426	0.770344	83.920000	0.854252	82.020000	227.877582	
0.207446	0.043996	0.544834	0.770881	83.660000	0.848057	82.110000	227.942653	
0.162205	0.026683	0.451740	0.758089	84.220000	0.840435	82.240000	228.159904	
0.199479	0.044432	0.516826	0.751064	84.260000	0.847530	82.230000	228.202483	
0.182086	0.037380	0.482351	0.746072	84.360000	0.846316	82.420000	228.608464	
0.176829	0.035164	0.472216	0.713095	85.020000	0.818788	82.530000	228.616235	
0.154237	0.026552	0.425618	0.707426	85.200000	0.814828	83.000000	228.601525	
0.184477	0.038155	0.487741	0.680683	85.580000	0.784383	83.590000	228.524725	
0.190831	0.040290	0.501805	0.672506	85.320000	0.771839	83.650000	228.427931	
0.152634	0.027617	0.416725	0.654631	85.740000	0.765479	83.860000	228.410177	
0.167408	0.034369	0.443465	0.683274	85.680000	0.791503	83.680000	228.356775	
0.147987	0.026206	0.405937	0.674079	85.740000	0.779888	84.000000	228.397687	
0.145482	0.027931	0.391836	0.686440	85.780000	0.781155	84.230000	228.436507	
0.138181	0.023037	0.383814	0.668509	86.140000	0.770080	84.450000	228.402210	
0.160874	0.036626	0.414161	0.666953	86.320000	0.771250	84.170000	228.362093	
0.134454	0.025763	0.362304	0.646653	86.260000	0.753429	84.330000	228.345063	
0.160717	0.031592	0.430418	0.667799	86.020000	0.761619	84.470000	228.302469	
0.157882	0.029722	0.427201	0.661488	86.240000	0.743782	84.810000	228.288505	
0.151344	0.026115	0.417430	0.639492	86.460000	0.726316	84.980000	228.263787	
0.133290	0.022365	0.369752	0.651190	86.420000	0.727359	85.130000	228.252523	
0.168665	0.033752	0.449710	0.650616	86.420000	0.734034	84.850000	228.243060	
