Train Loss	Train Loss X	Train Loss U	Test Loss	Test Acc.	Epoch Time	
0.151208	0.141293	1.269089	3.046949	8.481868	16.476002	
0.030893	0.021042	1.261022	4.114861	9.972342	17.353029	
0.021841	0.012575	1.186032	5.072420	10.928857	17.547479	
0.008664	0.002253	0.820553	5.366398	11.255378	17.677507	
0.041487	0.031819	1.237487	5.713412	10.948064	17.802749	
0.027426	0.019057	1.071282	6.028383	10.621543	17.767669	
0.016836	0.007729	1.165655	6.015904	10.775200	17.906385	
0.021761	0.011421	0.957852	5.906804	10.859711	17.978869	
0.027824	0.012188	1.000745	5.825391	10.686847	18.004069	
0.024379	0.013086	0.722751	5.634202	10.636908	18.019986	
0.017453	0.006401	0.707332	5.427942	10.898125	17.949040	
0.018509	0.003968	0.704708	5.193221	10.667640	17.944205	
0.021223	0.006029	0.648291	5.090440	10.487093	17.909075	
0.041363	0.024371	0.724979	5.401386	10.225876	17.900335	
0.021756	0.007069	0.626632	5.233493	10.344960	17.939446	
0.035834	0.014635	0.690538	5.116957	10.291180	17.964650	
0.021845	0.004439	0.556987	5.006111	10.352643	17.955281	
0.024509	0.005962	0.593519	4.854442	10.498617	17.951366	
0.026542	0.007542	0.584439	4.746554	10.813614	17.990182	
0.028782	0.007176	0.553110	4.787274	10.948064	17.988503	
0.033708	0.011450	0.569799	4.867926	11.236171	17.958389	
0.027975	0.007503	0.524086	4.810993	11.455132	17.961239	
0.033080	0.010612	0.524659	4.673821	11.566533	17.954878	
0.027665	0.004459	0.495063	4.381275	12.073602	17.952110	
0.030548	0.006050	0.522615	4.315650	12.265673	17.967078	
0.030744	0.007743	0.490689	4.299305	12.173479	17.987318	
0.033939	0.006578	0.516527	4.211487	12.788107	18.010340	
0.036295	0.009521	0.489591	4.087678	13.360479	18.054840	
0.026489	0.002557	0.437608	4.054988	13.656269	18.076119	
0.035482	0.008665	0.482252	4.049214	13.694683	18.067391	
0.032372	0.004059	0.453013	4.093431	13.268285	18.061294	
0.039427	0.008134	0.500684	4.126702	13.191457	18.070015	
0.035493	0.006136	0.469721	4.180216	13.045482	18.077205	
0.034650	0.003688	0.464891	4.165648	13.026275	18.087317	
0.033213	0.003365	0.424511	4.122483	12.887984	18.109475	
0.037094	0.004612	0.461964	4.139341	13.206822	18.121587	
0.040788	0.005952	0.495447	4.258327	13.652428	18.120832	
0.047434	0.008366	0.506803	4.191092	14.178703	18.123546	
0.036947	0.002675	0.438687	4.154790	14.397664	18.138229	
0.048924	0.011847	0.474589	3.964557	15.254302	18.142268	
0.037964	0.003279	0.432457	4.002607	14.870160	18.129695	
0.041389	0.004113	0.433757	4.040986	15.043024	18.145100	
0.052065	0.008836	0.503027	4.061391	14.893208	18.147748	
0.041951	0.004524	0.435517	3.930865	15.281192	18.154736	
0.046144	0.006148	0.440373	3.952502	15.534726	18.159537	
0.047949	0.005916	0.448353	3.843887	16.552704	18.146915	
0.047112	0.007939	0.417843	3.977760	16.157037	18.153682	
0.050882	0.006432	0.470145	3.989815	17.593731	18.175835	
0.048396	0.005637	0.421015	3.840132	18.892133	18.184667	
0.042493	0.003525	0.383685	3.766086	19.141825	18.191007	
0.046285	0.004261	0.413770	3.637839	19.253227	18.197016	
0.040714	0.002412	0.362124	3.686238	19.925476	18.207149	
0.047089	0.004118	0.392879	3.650697	20.324985	18.220288	
0.056394	0.008058	0.441927	3.742595	20.002305	18.237639	
0.044834	0.003589	0.376926	3.549331	21.581131	18.255653	
0.049172	0.003659	0.388380	3.519234	22.045943	18.260951	
0.052023	0.005263	0.399017	3.430832	22.948679	18.265218	
0.050191	0.004582	0.389191	3.465407	22.725876	18.283958	
0.047040	0.002942	0.363926	3.457914	22.207283	18.270836	
0.049804	0.002855	0.375591	3.574460	21.761678	18.284870	
0.050324	0.004248	0.368607	3.671035	22.092041	18.302078	
0.051540	0.003915	0.381003	3.640505	22.564536	18.318042	
0.049574	0.002590	0.354121	3.631012	22.783497	18.337629	
0.053999	0.004066	0.375972	3.598657	22.791180	18.339973	
0.051505	0.003655	0.360281	3.518746	23.428857	18.345897	
0.050515	0.002747	0.348811	3.536024	23.805317	18.346638	
0.059073	0.004591	0.387431	3.574445	23.148433	18.346158	
0.055089	0.004716	0.358213	3.503808	23.778427	18.360249	
0.059214	0.003669	0.394166	3.395303	24.792563	18.360090	
0.056974	0.003772	0.358417	3.256009	26.275353	18.380096	
0.057665	0.002697	0.370310	3.182532	28.568685	18.391831	
0.056820	0.003789	0.357261	3.156728	28.322833	18.397306	
0.058760	0.003374	0.362280	3.146870	28.215274	18.411596	
0.061718	0.003969	0.369598	3.204452	28.472649	18.429906	
0.061587	0.002993	0.375003	3.159930	30.166718	18.455195	
0.063214	0.004674	0.372086	3.106027	29.986171	18.474350	
0.060280	0.003373	0.346867	3.168562	29.659650	18.491208	
0.063714	0.003449	0.367331	3.197481	30.520129	18.506960	
0.068305	0.004339	0.389887	3.154523	30.585433	18.525836	
0.066039	0.003223	0.369914	3.083143	32.152735	18.543236	
0.060054	0.002467	0.335047	3.172031	31.419023	18.564819	
0.060382	0.002861	0.334667	3.155989	31.296097	18.582505	
