Train Loss	Train Loss X	Train Loss U	Test Loss	Test Acc.	
0.681270	0.563630	0.012350	2.395899	39.244007	
0.691294	0.575106	0.012066	2.384078	39.459127	
0.684585	0.565913	0.012295	2.391553	39.336202	
0.680863	0.563921	0.012093	2.395076	39.205593	
0.687119	0.570386	0.012049	2.410108	38.952059	
0.686742	0.569098	0.012111	2.423198	38.978949	
0.685587	0.566357	0.012076	2.438171	39.194069	
0.653284	0.534407	0.012012	2.427846	39.113399	
0.709734	0.590301	0.012046	2.384949	39.620467	
0.658544	0.538713	0.012063	2.392166	39.635833	
0.679886	0.560590	0.011988	2.390122	39.528273	
0.662364	0.542773	0.011853	2.393821	39.635833	
0.669659	0.549171	0.011883	2.389094	39.693454	
0.699667	0.577275	0.012043	2.382533	39.620467	
0.700465	0.576503	0.012175	2.367974	39.593577	
0.665020	0.541457	0.012114	2.371155	39.547480	
0.710284	0.584431	0.012216	2.374135	39.328519	
0.697668	0.572594	0.012038	2.367356	39.136447	
0.700967	0.575585	0.012040	2.381801	38.794561	
0.689954	0.564766	0.012000	2.400555	38.713891	
0.683079	0.559111	0.011861	2.387063	38.510295	
0.714782	0.587246	0.012112	2.415005	38.418101	
0.664141	0.536044	0.012035	2.442387	38.402735	
0.697996	0.571323	0.011875	2.437249	38.617855	
0.712027	0.585742	0.011817	2.421059	38.606331	
0.727404	0.599943	0.011906	2.391120	38.414259	
0.715359	0.586270	0.011990	2.356230	38.667793	
0.721297	0.590117	0.012036	2.350202	39.063460	
0.672661	0.540963	0.012056	2.343878	39.151813	
0.686943	0.555754	0.011988	2.340572	38.698525	
0.697981	0.569394	0.011729	2.324859	39.247849	
0.699680	0.568513	0.011907	2.343150	38.963583	
0.700580	0.567693	0.011909	2.367055	38.879072	
0.692268	0.557426	0.012058	2.376020	39.032729	
0.689948	0.557653	0.011809	2.364431	39.082667	
0.696309	0.562550	0.011919	2.379642	38.848340	
0.693114	0.557526	0.012025	2.354570	39.005839	
0.737404	0.601180	0.011928	2.339796	39.032729	
0.699103	0.563958	0.011808	2.309774	39.459127	
0.724547	0.587720	0.011934	2.289933	39.524431	
0.698406	0.561544	0.011916	2.323534	39.051936	
0.719533	0.581210	0.011977	2.346201	39.001998	
0.700936	0.562883	0.011815	2.355644	39.025046	
0.699381	0.560979	0.011819	2.387184	38.921328	
0.710463	0.571814	0.011819	2.409805	39.121082	
0.735394	0.596535	0.011817	2.421853	38.875230	
0.702254	0.561102	0.011927	2.392804	38.660111	
0.717454	0.575741	0.011856	2.358800	39.017363	
0.730303	0.587830	0.011894	2.342982	39.082667	
0.697249	0.557135	0.011677	2.360769	39.048095	
0.697463	0.554337	0.011908	2.357834	39.090350	
0.749155	0.604095	0.011957	2.346841	39.086509	
0.714371	0.569465	0.011855	2.342074	38.644745	
0.701064	0.557670	0.011706	2.366850	38.479564	
0.723563	0.577604	0.011895	2.398258	38.064690	
0.732343	0.586794	0.011842	2.409023	38.318224	
0.703208	0.555122	0.011903	2.391032	38.779195	
0.754893	0.607507	0.011794	2.393415	38.706208	
0.721956	0.572803	0.011910	2.386148	38.610172	
0.741989	0.595408	0.011685	2.371667	38.844499	
0.737009	0.587497	0.011893	2.376677	38.932852	
0.719601	0.568548	0.011846	2.395096	38.706208	
0.730256	0.577909	0.011923	2.388475	38.867548	
0.729297	0.579617	0.011694	2.388692	39.113399	
0.739734	0.589356	0.011729	2.372750	39.466810	
0.745414	0.592284	0.011868	2.361761	39.205593	
0.711583	0.556426	0.011907	2.364505	38.967425	
0.728041	0.573203	0.011859	2.378367	38.886755	
0.735032	0.581595	0.011732	2.370454	38.702366	
0.734406	0.581071	0.011705	2.399371	38.567916	
0.764727	0.608292	0.011809	2.386512	38.759988	
0.731056	0.577332	0.011548	2.395667	38.836816	
0.750026	0.593616	0.011726	2.399807	38.744622	
0.728444	0.575536	0.011444	2.385608	39.009680	
0.742046	0.584728	0.011732	2.379480	39.001998	
0.775652	0.616735	0.011707	2.396166	38.571758	
0.746454	0.586618	0.011751	2.393538	38.264444	
0.729846	0.571146	0.011649	2.385457	38.725415	
0.729866	0.570304	0.011693	2.399278	38.840658	
0.747674	0.586639	0.011690	2.418762	38.544868	
0.731856	0.572111	0.011525	2.399832	38.418101	
0.730854	0.567195	0.011783	2.437089	38.007068	
0.765048	0.602476	0.011686	2.427944	38.153042	
0.712620	0.550132	0.011642	2.417131	38.502612	
0.760163	0.596174	0.011608	2.444903	38.202981	
0.768367	0.601183	0.011810	2.449698	37.953288	
0.740512	0.574976	0.011675	2.445076	37.730486	
0.729230	0.563624	0.011661	2.431721	38.053165	
0.728964	0.563332	0.011543	2.433062	38.091580	
0.766477	0.598966	0.011616	2.444127	38.379687	
0.775741	0.605807	0.011761	2.413417	38.421942	
0.718925	0.550744	0.011621	2.390226	38.537185	
0.746927	0.577666	0.011632	2.379133	38.260602	
0.753891	0.582633	0.011656	2.373759	38.325907	
0.790773	0.617212	0.011790	2.383933	38.226030	
0.732447	0.563263	0.011474	2.350623	38.875230	
0.734081	0.559127	0.011847	2.333645	39.086509	
0.779558	0.607282	0.011512	2.349988	38.802243	
0.776860	0.602149	0.011655	2.315817	39.251690	
0.787581	0.612847	0.011634	2.339154	38.729256	
0.797587	0.621696	0.011692	2.358547	38.713891	
0.782285	0.605122	0.011666	2.319579	39.036570	
0.804159	0.626176	0.011658	2.313347	39.155655	
0.765254	0.588384	0.011563	2.304675	39.155655	
0.786135	0.605618	0.011783	2.302373	38.848340	
0.791109	0.612477	0.011585	2.329514	38.218347	
0.773367	0.593696	0.011557	2.324014	38.345114	
0.769034	0.585765	0.011766	2.319953	38.444991	
0.761847	0.580154	0.011647	2.311908	38.671635	
0.740793	0.562203	0.011403	2.286642	38.637062	
0.786655	0.601346	0.011708	2.279885	39.251690	
0.747221	0.565185	0.011479	2.280611	39.194069	
0.777298	0.592615	0.011628	2.279198	39.067302	
0.785973	0.601111	0.011617	2.302954	38.940535	
0.762585	0.576595	0.011544	2.309186	39.074985	
0.799550	0.612936	0.011561	2.342516	38.813768	
0.805103	0.617737	0.011590	2.336593	38.829133	
0.804009	0.617674	0.011508	2.363495	38.510295	
0.776929	0.589215	0.011457	2.327600	39.051936	
0.772562	0.581656	0.011624	2.350200	39.048095	
0.776251	0.587166	0.011492	2.353156	38.744622	
0.795552	0.604964	0.011566	2.366825	38.779195	
0.798128	0.608521	0.011382	2.374310	38.594806	
0.779074	0.585242	0.011600	2.334170	39.121082	
0.804358	0.612260	0.011474	2.341973	38.932852	
0.790292	0.596813	0.011539	2.333090	39.382299	
0.765404	0.573661	0.011321	2.338540	39.447603	
0.788273	0.595337	0.011348	2.347756	39.424554	
0.813943	0.615602	0.011644	2.373693	39.343884	
0.800720	0.603520	0.011560	2.332743	39.524431	
0.796546	0.594620	0.011718	2.347370	39.247849	
0.794318	0.595649	0.011487	2.318137	39.144130	
0.769386	0.573323	0.011316	2.301788	39.566687	
0.816022	0.614966	0.011587	2.327909	39.109557	
0.787737	0.588455	0.011366	2.315872	39.409189	
0.797421	0.592886	0.011628	2.324311	39.455286	
0.781442	0.577748	0.011559	2.303761	39.697296	
0.809037	0.604955	0.011564	2.308089	38.986632	
0.835014	0.629668	0.011508	2.304116	39.220959	
0.800609	0.594269	0.011535	2.339892	38.952059	
0.784206	0.578757	0.011465	2.364545	38.909803	
0.798821	0.594329	0.011394	2.358914	38.971266	
0.821713	0.612419	0.011525	2.338494	39.117240	
0.808708	0.600399	0.011450	2.356964	38.736939	
0.799703	0.592398	0.011378	2.369831	38.552551	
0.810535	0.601147	0.011457	2.380125	38.129994	
0.798156	0.590630	0.011240	2.347473	38.341272	
0.840294	0.624365	0.011675	2.326573	38.341272	
0.803293	0.591523	0.011433	2.343701	38.471881	
0.789913	0.577219	0.011426	2.331507	38.759988	
0.816214	0.602306	0.011398	2.302062	39.028888	
0.813941	0.600281	0.011365	2.301465	38.936693	
0.829571	0.612869	0.011510	2.284382	39.389982	
0.796062	0.583929	0.011185	2.271322	39.389982	
0.812637	0.597315	0.011290	2.291958	39.466810	
0.791970	0.577998	0.011199	2.312727	39.628150	
0.784810	0.566769	0.011395	2.290719	39.885526	
0.854666	0.631769	0.011534	2.311667	39.631991	
0.831533	0.608735	0.011495	2.295366	39.420713	
0.828976	0.604255	0.011574	2.292684	39.313153	
0.806642	0.583155	0.011479	2.327037	38.802243	
0.854273	0.627752	0.011519	2.347080	38.487246	
0.821169	0.594037	0.011530	2.319557	38.679318	
0.827114	0.603214	0.011350	2.312501	38.902120	
0.835358	0.608423	0.011434	2.274618	39.486017	
0.830910	0.601508	0.011483	2.281758	39.178703	
0.832938	0.605095	0.011385	2.266168	39.286263	
0.835505	0.603598	0.011571	2.257649	39.336202	
0.835199	0.604033	0.011424	2.256220	39.405347	
0.863732	0.627844	0.011624	2.272392	39.236325	
0.855861	0.620081	0.011598	2.325311	38.617855	
0.820039	0.588142	0.011366	2.318372	38.859865	
0.835671	0.598019	0.011546	2.314800	38.871389	
0.857616	0.618157	0.011614	2.331714	38.471881	
0.863602	0.626766	0.011471	2.286458	38.537185	
0.860577	0.619658	0.011578	2.287771	38.521819	
0.837064	0.597871	0.011444	2.274567	38.748463	
0.855984	0.615415	0.011490	2.247821	39.032729	
0.851105	0.612225	0.011379	2.237229	38.978949	
0.855075	0.614150	0.011368	2.225061	38.990473	
0.868136	0.622500	0.011570	2.234042	39.121082	
0.867718	0.626507	0.011346	2.231946	39.393823	
0.851312	0.605937	0.011456	2.244269	39.416872	
0.879376	0.631661	0.011512	2.234542	39.447603	
0.858024	0.611289	0.011447	2.266584	39.071143	
0.917203	0.664944	0.011669	2.262275	39.040412	
0.818644	0.569638	0.011415	2.241534	39.543639	
0.849702	0.601789	0.011346	2.233011	39.789490	
0.893297	0.640174	0.011568	2.238122	39.631991	
0.840020	0.587032	0.011467	2.245005	39.301629	
0.872744	0.619408	0.011441	2.222029	39.270897	
0.857763	0.605311	0.011383	2.232818	39.244007	
0.858896	0.600684	0.011590	2.234710	39.236325	
0.850096	0.592901	0.011461	2.236577	39.074985	
0.866990	0.608799	0.011486	2.262001	39.032729	
0.871097	0.616462	0.011312	2.280546	38.621696	
0.855487	0.597902	0.011327	2.292662	38.402735	
0.895007	0.635542	0.011393	2.287843	38.345114	
0.863086	0.607579	0.011201	2.272722	38.736939	
0.866087	0.604861	0.011370	2.309038	38.418101	
0.879533	0.617245	0.011365	2.322382	38.352797	
0.878750	0.617774	0.011290	2.326059	38.206822	
0.839625	0.580037	0.011183	2.322157	38.118470	
0.904320	0.632121	0.011641	2.319045	38.222188	
0.886315	0.623911	0.011204	2.331877	37.926398	
0.871250	0.606710	0.011276	2.313295	37.976337	
0.868920	0.598114	0.011431	2.310235	38.222188	
0.880054	0.613697	0.011225	2.307129	38.195298	
0.890057	0.619689	0.011379	2.270670	38.602489	
0.903405	0.630692	0.011383	2.298638	38.106945	
0.882481	0.610339	0.011325	2.302639	38.329748	
0.886860	0.610322	0.011489	2.287793	38.759988	
0.911784	0.637466	0.011327	2.288839	38.529502	
0.873888	0.601525	0.011189	2.304570	38.391211	
0.907577	0.630543	0.011363	2.312008	38.360479	
0.913781	0.632898	0.011469	2.321071	38.114628	
0.875313	0.595984	0.011330	2.324120	38.037800	
0.923633	0.643666	0.011338	2.347772	38.030117	
0.927795	0.641995	0.011539	2.351538	38.245237	
0.942675	0.651946	0.011645	2.280224	38.813768	
0.908393	0.625206	0.011324	2.289850	38.740781	
0.898720	0.612803	0.011412	2.293135	38.337431	
0.910530	0.625228	0.011284	2.289525	38.621696	
0.916008	0.626181	0.011445	2.274778	38.679318	
0.916708	0.626875	0.011430	2.287576	38.437308	
0.920413	0.631785	0.011275	2.294802	38.437308	
0.932853	0.635445	0.011602	2.306659	38.325907	
0.952652	0.647660	0.011879	2.298673	38.783036	
0.929299	0.629997	0.011556	2.316257	38.579441	
0.894561	0.601253	0.011301	2.312354	38.756146	
0.903676	0.607726	0.011385	2.310418	38.517978	
0.915622	0.617226	0.011385	2.317245	38.398894	
0.953416	0.647423	0.011646	2.308888	39.040412	
0.903362	0.605378	0.011324	2.327882	38.694683	
0.909554	0.608491	0.011351	2.307203	38.971266	
0.919930	0.622437	0.011185	2.303669	39.197910	
0.912654	0.607912	0.011440	2.315380	39.124923	
0.977250	0.664874	0.011636	2.285389	39.220959	
0.936200	0.629740	0.011383	2.293466	38.844499	
0.951816	0.638305	0.011627	2.301456	38.736939	
0.921842	0.614991	0.011289	2.278163	38.898279	
0.953451	0.642058	0.011428	2.189852	40.035341	
0.935589	0.625772	0.011353	2.116336	41.099416	
0.965631	0.651138	0.011429	2.068615	41.641057	
0.959057	0.647047	0.011314	2.013918	42.251844	
0.943886	0.630624	0.011342	2.001333	43.070068	
0.968570	0.650587	0.011413	1.999441	43.892133	
0.975737	0.658548	0.011367	2.012490	43.711586	
0.992550	0.669870	0.011542	2.027889	43.027812	
0.954240	0.634428	0.011340	2.083631	41.913798	
0.983018	0.655066	0.011611	2.135694	41.276122	
0.942457	0.614001	0.011600	2.146152	41.621850	
0.944717	0.617419	0.011471	2.115327	42.466964	
0.994341	0.657056	0.011802	2.078276	43.242932	
0.958243	0.627557	0.011529	2.076094	43.185310	
0.939725	0.615482	0.011232	2.099578	43.231408	
0.970354	0.637361	0.011517	2.143287	42.463122	
0.942307	0.617908	0.011163	2.141144	42.393977	
0.965288	0.632823	0.011384	2.099651	42.820375	
0.989908	0.656645	0.011394	2.079287	43.077750	
0.974178	0.640217	0.011343	2.075554	42.628304	
0.957017	0.624468	0.011256	2.102832	41.740934	
0.926718	0.600026	0.011042	2.142870	40.004610	
0.972142	0.627914	0.011541	2.160883	39.197910	
0.950515	0.617528	0.011143	2.189101	38.763829	
0.960079	0.617259	0.011443	2.170742	40.158267	
0.994355	0.648312	0.011463	2.157224	40.649969	
0.953683	0.611412	0.011322	2.119139	41.057160	
0.988124	0.641085	0.011430	2.097745	41.598801	
1.010129	0.663469	0.011355	2.086475	42.666718	
0.984101	0.639999	0.011255	2.103085	42.847265	
0.994016	0.647153	0.011272	2.107556	42.651352	
0.995953	0.645205	0.011361	2.116408	42.593731	
0.993253	0.647514	0.011182	2.112622	42.347880	
0.985923	0.635903	0.011225	2.106973	42.386294	
1.013128	0.657110	0.011401	2.114208	42.344038	
1.002505	0.651286	0.011206	2.141478	41.860018	
0.995127	0.640427	0.011250	2.118808	41.902274	
1.002801	0.645255	0.011324	2.108564	42.167332	
1.003408	0.638001	0.011501	2.075362	42.562999	
1.006479	0.641924	0.011436	2.059814	42.805009	
0.965107	0.609356	0.011139	2.083023	42.977873	
1.032202	0.660350	0.011552	2.086065	42.758912	
1.011381	0.647380	0.011291	2.099361	42.401659	
1.043483	0.672964	0.011443	2.102450	42.251844	
0.990307	0.625981	0.011196	2.113302	42.182698	
1.045785	0.671866	0.011473	2.118235	41.414413	
0.996799	0.624950	0.011326	2.118063	41.072526	
1.000331	0.635147	0.011101	2.100024	41.391364	
0.989086	0.622852	0.011093	2.100470	41.664106	
1.025307	0.649550	0.011314	2.086767	42.151967	
1.035776	0.660951	0.011269	2.082094	42.274892	
0.995825	0.619383	0.011244	2.067372	42.555317	
1.018595	0.643499	0.011173	2.007116	42.597572	
1.039604	0.657894	0.011336	1.950063	43.373540	
1.027210	0.642177	0.011362	1.917002	45.136755	
1.026230	0.648530	0.011129	1.917222	45.985710	
1.036123	0.646322	0.011414	1.947198	45.766749	
1.027876	0.640330	0.011316	1.953516	45.847419	
1.003838	0.620646	0.011152	1.912048	46.181623	
1.029439	0.644760	0.011128	1.900758	46.688691	
1.021250	0.637787	0.011077	1.901272	46.984481	
1.030052	0.641305	0.011156	1.897249	47.030578	
1.022853	0.638648	0.010998	1.893444	47.287953	
1.026992	0.632894	0.011239	1.871092	47.698986	
1.039082	0.640710	0.011299	1.878456	47.456976	
1.053211	0.654233	0.011300	1.882731	47.403196	
1.024589	0.625972	0.011206	1.882975	47.553012	
1.032495	0.635967	0.011131	1.905511	47.245698	
0.984304	0.592526	0.010946	1.935226	46.623387	
1.085480	0.673541	0.011459	1.965475	46.208513	
1.079196	0.669096	0.011382	1.963999	46.366011	
1.046524	0.640860	0.011182	1.947886	46.869238	
1.093150	0.676711	0.011463	1.940868	47.065151	
1.050668	0.640075	0.011234	1.931926	47.399355	
1.040754	0.637990	0.010990	1.933690	47.441610	
1.081411	0.664611	0.011327	1.905224	47.683620	
1.092476	0.666401	0.011522	1.819354	48.928242	
1.086458	0.659639	0.011522	1.807078	48.985864	
1.092507	0.666604	0.011415	1.774006	48.958974	
1.053453	0.635518	0.011187	1.740830	49.466042	
1.106565	0.678714	0.011383	1.731513	49.665796	
1.111568	0.673632	0.011621	1.717745	50.453288	
1.058844	0.634435	0.011214	1.741834	50.291948	
1.073850	0.645334	0.011271	1.735580	50.510910	
1.078743	0.645399	0.011371	1.759100	50.176706	
1.062521	0.634396	0.011163	1.743769	50.434081	
1.067925	0.639076	0.011166	1.722997	50.937308	
1.112646	0.674652	0.011326	1.740624	50.038414	
1.085268	0.651439	0.011200	1.734755	50.061463	
1.119240	0.675953	0.011381	1.717490	50.084511	
1.073089	0.636519	0.011174	1.656082	51.037185	
1.126977	0.673152	0.011569	1.611009	52.204978	
1.096702	0.653771	0.011239	1.583884	52.907959	
1.097146	0.649089	0.011339	1.555633	53.699293	
1.150037	0.690368	0.011565	1.565594	53.783805	
1.089147	0.649179	0.011053	1.536690	54.678857	
1.118913	0.670249	0.011192	1.576190	54.006607	
1.096633	0.648072	0.011174	1.591021	53.188384	
1.105288	0.651454	0.011235	1.572594	53.730025	
1.099430	0.649856	0.011107	1.608396	52.900277	
1.085716	0.628962	0.011223	1.609420	52.692840	
1.105640	0.641929	0.011360	1.628319	52.485403	
1.091487	0.627418	0.011318	1.641560	52.500768	
1.135364	0.667934	0.011355	1.667360	52.185771	
1.095443	0.635988	0.011121	1.675549	51.740166	
1.104414	0.637374	0.011251	1.667603	51.509680	
1.131066	0.658432	0.011354	1.624816	52.377843	
1.147107	0.671512	0.011362	1.621694	53.269053	
1.100203	0.631776	0.011166	1.631725	52.696681	
1.138011	0.657097	0.011395	1.669360	52.112784	
1.099917	0.630560	0.011102	1.706901	51.455900	
1.113030	0.640775	0.011098	1.712181	51.405962	
1.140116	0.656119	0.011359	1.737093	50.749078	
1.121743	0.641483	0.011193	1.700057	51.870774	
1.144303	0.656233	0.011362	1.655061	52.500768	
1.156424	0.670982	0.011225	1.591398	54.425323	
1.113146	0.632741	0.011094	1.592226	54.060387	
1.157592	0.666966	0.011256	1.596135	53.975876	
1.125227	0.645287	0.010994	1.587781	54.390750	
1.160274	0.662697	0.011326	1.607087	53.564843	
1.178846	0.675511	0.011437	1.583191	54.398433	
1.159689	0.658918	0.011308	1.608252	53.399662	
1.123640	0.641929	0.010858	1.599021	54.210203	
1.127215	0.632835	0.011075	1.592330	54.832514	
1.196068	0.682263	0.011489	1.621623	53.338199	
1.157673	0.653932	0.011195	1.635870	52.020590	
1.152167	0.645502	0.011240	1.626664	52.884911	
1.209110	0.689226	0.011460	1.654592	51.866933	
1.167950	0.659679	0.011186	1.623473	53.065458	
1.143979	0.640324	0.011013	1.571953	54.475261	
1.215272	0.689685	0.011477	1.542062	55.089889	
1.167046	0.657477	0.011052	1.488030	57.294868	
1.148070	0.631972	0.011178	1.505714	56.757068	
1.129461	0.621714	0.010927	1.477679	58.543331	
1.141969	0.636776	0.010850	1.492024	58.470344	
1.218393	0.685677	0.011376	1.526271	57.398586	
1.197157	0.664427	0.011348	1.544541	56.442071	
1.218425	0.681956	0.011367	1.541189	56.468961	
1.207661	0.671259	0.011332	1.552673	56.833897	
1.223892	0.682403	0.011386	1.592214	55.470191	
1.209868	0.672026	0.011267	1.638947	54.183313	
1.177396	0.651263	0.010978	1.675347	52.942532	
1.208264	0.659881	0.011392	1.695154	52.043639	
1.222679	0.675056	0.011340	1.672474	53.103872	
1.189311	0.652781	0.011053	1.686366	52.884911	
1.207500	0.660877	0.011233	1.686463	52.931008	
1.177451	0.636796	0.011044	1.701508	52.635218	
1.184465	0.640124	0.011099	1.715624	51.813153	
1.229613	0.671533	0.011309	1.736846	51.179318	
1.225918	0.662969	0.011379	1.775977	50.111401	
1.211460	0.657437	0.011143	1.759503	50.791334	
1.216587	0.658335	0.011188	1.800023	49.957744	
1.211410	0.650270	0.011202	1.753169	51.709435	
1.215060	0.655265	0.011125	1.722893	53.315151	
1.236230	0.661480	0.011389	1.711179	53.353565	
1.240692	0.664682	0.011349	1.729971	51.986017	
1.223028	0.647834	0.011309	1.688357	51.425169	
1.250841	0.668061	0.011391	1.710284	50.952674	
1.236519	0.662490	0.011187	1.728675	50.852797	
1.276780	0.683082	0.011520	1.756691	50.626152	
1.243404	0.667452	0.011127	1.770709	50.437923	
1.243822	0.656460	0.011314	1.789221	50.484020	
1.236898	0.651842	0.011207	1.814479	49.919330	
1.221756	0.644257	0.011036	1.794520	50.023049	
1.229237	0.636928	0.011256	1.801209	49.769514	
1.249979	0.658215	0.011209	1.791898	49.877074	
1.277377	0.674178	0.011381	1.810102	49.781039	
1.294442	0.686274	0.011420	1.805736	49.927013	
1.273096	0.665564	0.011379	1.825497	49.973110	
1.283200	0.668356	0.011448	1.844782	49.742624	
1.276218	0.670941	0.011237	1.844989	49.588967	
1.280780	0.677507	0.011152	1.837378	49.896281	
1.275598	0.665823	0.011221	1.823196	50.399508	
1.274061	0.665781	0.011163	1.819231	50.034573	
1.282966	0.667819	0.011224	1.848176	50.076829	
1.256402	0.656033	0.010920	1.796990	51.744007	
1.319469	0.687802	0.011444	1.807132	51.348341	
1.268785	0.664212	0.010901	1.789330	52.097419	
1.300089	0.672662	0.011281	1.771837	52.005224	
1.265250	0.652630	0.010956	1.773740	51.924554	
1.328333	0.698786	0.011218	1.790611	50.841272	
1.314414	0.673805	0.011377	1.807236	50.003841	
1.270924	0.645955	0.011038	1.824372	49.104948	
1.330378	0.684196	0.011380	1.837916	48.901352	
1.272020	0.645361	0.010988	1.850739	49.200983	
1.319636	0.673614	0.011275	1.874729	48.498002	
1.313059	0.670911	0.011175	1.830902	49.938537	
1.283990	0.644419	0.011073	1.827805	50.115243	
1.309119	0.657116	0.011245	1.804293	50.080670	
1.319065	0.668881	0.011179	1.771892	50.672250	
1.328582	0.667059	0.011310	1.799110	49.208666	
1.319728	0.657760	0.011279	1.808009	48.517210	
1.325248	0.670697	0.011115	1.711920	51.144745	
1.295174	0.648297	0.010923	1.619529	53.695452	
1.309319	0.657328	0.010976	1.553274	56.853104	
1.333602	0.673641	0.011068	1.516491	58.923632	
1.304429	0.654423	0.010844	1.486690	59.956976	
1.290565	0.638379	0.010846	1.481504	60.525507	
1.356480	0.679147	0.011220	1.493992	60.921174	
1.355466	0.683468	0.011074	1.463847	61.086355	
1.344987	0.661227	0.011231	1.434361	61.120928	
1.376049	0.684344	0.011318	1.397722	61.397511	
1.328295	0.658756	0.010897	1.407290	61.812385	
1.348639	0.668296	0.011037	1.412628	61.950676	
1.345987	0.663906	0.011026	1.418702	61.989090	
1.352740	0.671708	0.010948	1.418246	61.766288	
1.320038	0.646086	0.010797	1.430644	61.627996	
1.341015	0.650992	0.011016	1.427641	61.954518	
1.327842	0.646936	0.010816	1.415689	61.908420	
1.358539	0.665494	0.010964	1.425665	61.735556	
1.423967	0.694854	0.011495	1.427475	61.743239	
1.380287	0.673199	0.011098	1.433553	61.677935	
1.369183	0.658917	0.011095	1.432532	61.631838	
1.404151	0.678067	0.011304	1.420015	61.785495	
1.385770	0.667301	0.011144	1.369587	62.384757	
1.418843	0.686815	0.011293	1.326255	62.277197	
1.369868	0.657041	0.010956	1.310100	62.538414	
1.428821	0.687849	0.011348	1.322571	62.380916	
1.431449	0.691228	0.011287	1.370506	61.332207	
1.387966	0.662766	0.011006	1.421393	57.871082	
1.409947	0.668068	0.011217	1.437491	58.047787	
1.420781	0.680316	0.011155	1.468207	55.431776	
1.447614	0.695853	0.011270	1.526688	52.946374	
1.433850	0.676476	0.011306	1.589907	51.809312	
1.411131	0.662841	0.011130	1.548375	54.041180	
1.397715	0.658130	0.010958	1.422468	59.000461	
1.407691	0.658058	0.011051	1.382914	58.962047	
1.456663	0.690982	0.011242	1.425286	57.275661	
1.478405	0.697175	0.011427	1.428857	57.709742	
1.459605	0.688422	0.011237	1.434194	57.632913	
1.447149	0.673386	0.011220	1.419544	58.301321	
1.483978	0.691740	0.011437	1.411590	59.042717	
1.444552	0.671562	0.011119	1.386992	59.638138	
1.434130	0.654864	0.011165	1.394108	59.722649	
1.524655	0.709324	0.011630	1.435173	58.808390	
1.421716	0.658410	0.010836	1.434971	58.658574	
1.504351	0.697572	0.011410	1.478661	57.452366	
1.488309	0.676736	0.011432	1.509423	56.538107	
1.411450	0.652156	0.010653	1.552831	55.969576	
1.470267	0.669574	0.011181	1.554894	55.900430	
1.532339	0.709820	0.011435	1.491034	56.361401	
1.559239	0.712169	0.011731	1.480509	56.457437	
1.493610	0.673874	0.011306	1.489766	56.872311	
1.530153	0.690797	0.011531	1.531796	56.238476	
1.507850	0.694085	0.011127	1.612324	53.315151	
1.482250	0.690789	0.010774	1.692875	47.714352	
1.500536	0.692815	0.010951	1.702848	47.430086	
1.492844	0.678185	0.011001	1.626378	53.534112	
1.518881	0.699447	0.011020	1.595866	56.246159	
1.515551	0.689041	0.011070	1.568279	56.407498	
Best acc:
62.5384142617177
Mean acc:
56.03046250826901
