Train Loss	Train Loss X	Train Loss U	Test Loss	Test Acc.	Epoch Time	
0.392514	0.004421	0.354860	0.753879	83.170000	36.000659	
0.404818	0.004566	0.365626	0.758329	83.150000	35.826586	
0.401836	0.004274	0.360952	0.754675	83.140000	36.198275	
0.395886	0.005016	0.354626	0.745151	83.160000	35.693846	
0.384495	0.004544	0.342527	0.738966	83.270000	36.360262	
0.383200	0.004025	0.341640	0.731805	83.180000	36.378905	
0.393755	0.004527	0.348442	0.738213	83.240000	36.451615	
0.391336	0.003779	0.346816	0.744658	83.310000	36.668845	
0.386419	0.004347	0.339655	0.726663	83.480000	36.596460	
0.386973	0.004248	0.340135	0.708741	83.690000	36.429534	
0.380771	0.004110	0.332538	0.711731	83.880000	37.024045	
0.375894	0.004037	0.328198	0.714825	83.870000	36.880045	
0.373267	0.003649	0.324083	0.711481	83.940000	36.910431	
0.377952	0.004413	0.327426	0.715828	84.000000	36.949348	
0.388062	0.003934	0.334515	0.702423	84.200000	36.872917	
0.403508	0.004315	0.347505	0.710902	84.000000	36.958210	
0.401875	0.004098	0.344063	0.710023	84.030000	37.245483	
0.408377	0.004628	0.349043	0.707781	84.120000	37.176649	
0.401096	0.003862	0.341283	0.698050	84.310000	37.341745	
0.400500	0.004137	0.340303	0.678139	84.330000	37.168825	
0.396810	0.004034	0.335207	0.675775	84.340000	37.366818	
0.377602	0.004420	0.318184	0.685288	84.150000	37.410796	
0.384575	0.003841	0.322777	0.681587	84.120000	37.443064	
0.392744	0.004075	0.329128	0.667547	84.360000	37.401639	
0.393594	0.003902	0.328199	0.662330	84.640000	37.420693	
0.413243	0.004760	0.343504	0.674137	84.550000	37.560439	
0.416877	0.004586	0.344958	0.674230	84.390000	37.585027	
0.419501	0.003889	0.347109	0.670423	84.540000	37.778320	
0.411650	0.004163	0.338727	0.659564	84.660000	37.774752	
0.404182	0.004046	0.331866	0.645002	84.860000	37.977139	
0.407046	0.003974	0.332891	0.644826	84.910000	37.858576	
0.414572	0.004303	0.337933	0.646919	84.840000	37.694242	
0.412287	0.003897	0.335125	0.646338	84.830000	37.865217	
0.417393	0.004040	0.338144	0.634659	85.140000	37.921012	
0.413172	0.003988	0.333637	0.628690	85.050000	38.077540	
0.395600	0.003796	0.318308	0.632165	85.150000	38.132734	
0.412190	0.003617	0.331034	0.635239	85.250000	38.295152	
0.412687	0.004060	0.329676	0.632789	85.250000	38.414436	
0.405775	0.004131	0.323372	0.629119	85.250000	38.455582	
0.412805	0.004390	0.327238	0.629389	85.350000	38.786244	
0.398435	0.003558	0.315935	0.624159	85.390000	38.445062	
0.411679	0.004310	0.324162	0.615637	85.480000	38.515523	
0.413530	0.003807	0.325773	0.620846	85.390000	38.651676	
0.404404	0.003887	0.316523	0.625636	85.280000	38.788774	
0.409547	0.004083	0.320224	0.631380	85.250000	39.030682	
0.418638	0.004485	0.325253	0.622831	85.560000	38.686517	
0.419526	0.004070	0.325847	0.614791	85.500000	38.681949	
0.426274	0.004047	0.329575	0.609704	85.950000	38.703822	
0.436085	0.003659	0.336817	0.598923	86.050000	38.884037	
0.433076	0.003621	0.333181	0.596205	86.350000	38.828575	
0.431615	0.003909	0.330823	0.589606	86.420000	39.036976	
0.427860	0.004230	0.326685	0.590550	86.190000	39.285129	
0.433981	0.003964	0.330310	0.592669	86.450000	39.225876	
