Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
0.341109	0.341109	0.000000	2.241511	21.900000	2.233679	21.740000	14.897643	
0.022797	0.022797	0.000000	2.283409	27.300000	2.265878	27.760000	14.641799	
0.000545	0.000545	0.000000	2.399263	33.040000	2.376375	34.130000	14.479724	
0.000467	0.000467	0.000000	2.526094	35.600000	2.499964	36.580000	14.706143	
0.000401	0.000401	0.000000	2.650390	34.480000	2.632022	35.290000	14.832633	
0.629870	0.629870	0.000000	4.123504	10.400000	4.099911	11.210000	14.721658	
0.050822	0.050822	0.000000	3.403972	17.500000	3.370860	18.400000	14.738617	
0.026889	0.026889	0.000000	3.048945	26.920000	3.011952	28.250000	14.858326	
0.001177	0.001177	0.000000	3.084884	31.040000	3.056620	32.590000	14.906603	
0.019959	0.019959	0.000000	3.157032	32.540000	3.127770	33.510000	14.856563	
0.815611	0.794770	2.134072	2.505368	14.940000	2.491961	15.240000	174.644948	
0.128288	0.111733	1.541062	2.628045	22.960000	2.599096	23.310000	183.635322	
0.060470	0.046862	1.161212	3.083757	25.840000	3.043613	26.100000	180.854076	
0.335458	0.310349	1.977813	2.905673	23.800000	2.859717	24.280000	84.010686	
0.034047	0.019760	1.045037	3.173326	24.540000	3.120109	25.750000	79.845948	
0.042021	0.024984	1.163042	3.293988	26.500000	3.258119	27.370000	79.324444	
0.038601	0.026908	0.748318	3.351681	28.040000	3.335518	28.790000	78.409842	
0.014338	0.003039	0.680607	3.368940	28.200000	3.367177	28.620000	77.917762	
0.282050	0.244799	2.119184	2.893347	28.840000	2.883322	29.490000	77.735476	
0.037754	0.021319	0.885778	2.971202	31.900000	2.958246	33.450000	77.352543	
0.077632	0.056833	1.064898	2.927769	34.040000	2.921710	35.070000	77.407093	
0.016589	0.004008	0.613509	2.942652	36.180000	2.942966	37.350000	77.188006	
0.056724	0.037453	0.896967	3.051850	37.800000	3.023653	38.370000	77.018373	
0.140063	0.112253	1.238142	3.533019	31.800000	3.556180	32.260000	76.983322	
0.019930	0.003712	0.691957	3.988286	33.740000	4.022459	33.550000	76.875608	
0.071877	0.048269	0.966986	3.753022	35.380000	3.769354	35.400000	76.756985	
0.036097	0.018904	0.677135	3.488509	37.400000	3.504597	36.910000	76.665275	
0.020870	0.003577	0.655873	3.296057	38.400000	3.333840	37.840000	76.559604	
0.057763	0.037266	0.749580	3.155093	38.780000	3.194494	38.730000	76.522491	
0.023166	0.006677	0.582236	3.183438	39.180000	3.231095	39.260000	76.449526	
0.050502	0.029943	0.701761	2.994427	39.420000	3.039657	39.800000	76.402471	
0.012163	0.000949	0.370423	3.028705	39.100000	3.089195	39.160000	76.347175	
0.037785	0.019881	0.572924	3.142036	38.300000	3.202977	38.840000	76.350131	
0.011308	0.000812	0.325721	3.219512	38.540000	3.284889	38.790000	76.295212	
0.067543	0.040888	0.802783	3.363597	37.740000	3.447019	37.830000	76.346356	
0.038721	0.014644	0.704436	3.117150	39.780000	3.203142	39.970000	76.289691	
0.027595	0.008470	0.544003	3.005690	40.400000	3.091336	40.820000	76.231878	
0.014859	0.000901	0.386311	3.011273	39.640000	3.086127	40.810000	76.174801	
0.073418	0.044364	0.782931	2.990743	40.460000	3.061240	39.650000	76.234622	
0.030451	0.006547	0.627631	2.993243	42.160000	3.065434	41.000000	76.201646	
0.121575	0.087284	0.877842	2.628439	38.720000	2.674391	38.280000	76.164454	
0.086623	0.057082	0.737795	2.776794	39.960000	2.808356	39.760000	76.127806	
0.042035	0.008910	0.807613	3.082361	39.120000	3.130289	38.920000	76.467718	
0.019199	0.001244	0.427571	3.159056	40.020000	3.217355	39.950000	76.429304	
0.053667	0.024855	0.670528	3.170840	42.080000	3.255230	41.600000	76.440798	
0.037648	0.016462	0.482106	3.144498	41.540000	3.238710	41.290000	76.448052	
0.030220	0.004351	0.575856	3.131690	43.020000	3.217449	42.710000	76.413957	
0.053753	0.034181	0.426413	3.057246	41.980000	3.130651	42.180000	76.394457	
0.128122	0.073564	1.163906	2.746064	41.200000	2.764288	41.220000	76.394322	
0.049432	0.016325	0.691877	2.846520	43.120000	2.878109	43.530000	76.358336	
0.022395	0.001364	0.430717	2.869140	43.640000	2.914094	43.810000	76.329968	
0.046162	0.015724	0.611145	2.872683	43.460000	2.912077	44.060000	76.374970	
0.033632	0.007897	0.506770	2.911412	44.080000	2.937354	44.730000	76.343990	
0.041135	0.018376	0.439729	2.871361	43.360000	2.908650	43.930000	76.323809	
0.022788	0.001253	0.408368	2.893695	44.260000	2.932255	43.970000	76.293687	
0.038189	0.011754	0.492163	2.914820	44.480000	2.938809	44.070000	76.270608	
0.030570	0.011208	0.354053	2.936509	43.960000	2.958334	43.610000	76.248316	
0.031443	0.005223	0.471041	2.867424	44.640000	2.871313	44.320000	76.225329	
0.015609	0.000657	0.263984	2.987515	43.600000	2.994028	43.700000	76.205370	
0.094896	0.052520	0.735470	2.876877	40.480000	2.938154	40.550000	76.226285	
0.040008	0.009735	0.516649	2.837269	42.960000	2.876982	42.950000	76.206368	
0.018193	0.000750	0.292806	2.933492	43.700000	2.945741	43.800000	76.190917	
0.036510	0.009909	0.439352	2.900378	44.480000	2.909623	44.990000	76.178473	
0.015574	0.000668	0.242280	3.040199	43.420000	3.053697	43.660000	76.165605	
0.250982	0.168602	1.318079	3.273280	25.700000	3.292094	25.710000	76.212719	
0.058731	0.020472	0.602713	3.019689	31.560000	3.072149	31.900000	76.195340	
0.034173	0.002289	0.494670	2.945060	37.980000	3.012798	37.750000	76.176647	
0.059980	0.022491	0.572966	2.847892	42.080000	2.888391	41.920000	76.159772	
0.034776	0.006479	0.426114	2.882089	43.100000	2.916846	42.980000	76.158971	
0.022764	0.001076	0.321864	2.899714	43.160000	2.939729	43.260000	76.147246	
0.078015	0.035844	0.616898	2.995488	42.940000	3.042494	42.810000	76.165078	
0.034006	0.005647	0.409004	2.896549	44.980000	2.945496	45.140000	76.153007	
0.018824	0.000695	0.257830	2.869980	45.240000	2.919210	45.360000	76.138019	
0.115881	0.064305	0.723472	3.005643	42.600000	3.063278	43.110000	76.158078	
0.034250	0.004110	0.417073	3.060681	44.860000	3.100697	44.950000	76.144405	
0.026827	0.002362	0.334023	2.968199	45.700000	3.003116	46.100000	76.129103	
0.045305	0.013549	0.427864	2.768387	47.540000	2.795959	48.220000	76.120717	
0.019501	0.000683	0.250257	2.715744	47.340000	2.735835	48.810000	76.102514	
0.072361	0.030127	0.554457	2.603517	48.560000	2.600425	49.130000	76.101281	
0.023370	0.000947	0.290654	2.732542	48.560000	2.708775	49.710000	76.088201	
0.047456	0.014763	0.418474	2.666672	48.900000	2.650592	50.080000	76.077219	
0.020533	0.000950	0.247574	2.644352	48.600000	2.632834	50.430000	76.065057	
0.081605	0.052746	0.360382	2.380048	48.380000	2.396895	49.320000	76.052947	
0.050977	0.007669	0.534302	2.399729	47.060000	2.465003	47.360000	76.042018	
0.035065	0.004649	0.370783	2.510242	48.740000	2.577006	49.470000	76.028334	
0.021843	0.000635	0.255488	2.524285	49.620000	2.583117	50.390000	76.018445	
0.049840	0.015868	0.404502	2.595912	49.080000	2.654638	49.670000	76.012107	
0.023645	0.000770	0.269236	2.587727	50.460000	2.624515	51.010000	76.003107	
0.040658	0.009542	0.362073	2.562203	51.020000	2.597198	51.530000	75.995395	
0.021956	0.000641	0.245240	2.595101	50.480000	2.628030	51.420000	75.986558	
0.043571	0.009524	0.387370	2.620352	51.140000	2.660623	51.920000	75.978605	
0.019339	0.000538	0.211570	2.542413	51.320000	2.585002	52.270000	75.971387	
0.291015	0.190464	1.119177	2.994376	20.760000	2.997325	21.090000	75.968163	
0.061594	0.007353	0.597236	2.978085	27.520000	3.018315	26.870000	75.956544	
0.057681	0.009751	0.522130	2.603999	37.980000	2.675908	37.820000	75.950193	
0.043322	0.009888	0.360389	2.478355	44.040000	2.564644	43.870000	75.941914	
0.045462	0.005539	0.425844	2.311922	48.600000	2.370031	48.860000	75.934231	
0.039699	0.006418	0.351334	2.292123	49.980000	2.362097	50.360000	75.929514	
0.024186	0.000786	0.244505	2.260739	51.200000	2.342212	50.840000	75.920352	
0.047477	0.011327	0.373917	2.254679	52.100000	2.340292	51.660000	75.936007	
0.028216	0.001198	0.276665	2.313864	52.740000	2.397026	52.610000	75.927529	
0.047796	0.012419	0.358671	2.399724	52.440000	2.468832	51.870000	75.922005	
0.022954	0.000597	0.224450	2.416247	52.900000	2.471554	52.660000	75.913787	
0.052049	0.016826	0.350182	2.416997	51.860000	2.462307	52.140000	75.908288	
0.027436	0.000834	0.261933	2.478500	52.140000	2.516403	53.060000	75.900394	
0.035766	0.011177	0.239801	2.467891	52.560000	2.508646	52.640000	75.893302	
0.051579	0.009854	0.403081	2.417843	53.860000	2.453484	53.150000	75.886247	
0.027690	0.001524	0.250409	2.422410	54.420000	2.451584	53.680000	75.880621	
0.023241	0.000793	0.212845	2.418550	54.460000	2.442810	54.100000	75.874794	
0.484632	0.341662	1.343127	2.799017	10.480000	2.793486	10.620000	75.866864	
0.128118	0.021167	0.995616	2.884389	16.920000	2.862530	16.930000	75.966114	
0.077901	0.007457	0.649861	2.591945	26.580000	2.556989	27.100000	75.967397	
0.107182	0.036001	0.650804	2.432181	33.460000	2.391559	34.000000	75.960523	
0.067937	0.006606	0.555777	2.272191	41.660000	2.237788	42.660000	75.952531	
0.049927	0.003763	0.414661	2.285345	45.820000	2.263235	46.500000	75.945019	
0.063395	0.012885	0.449755	2.294493	47.360000	2.283276	48.470000	75.959476	
0.036128	0.001164	0.308643	2.341167	48.600000	2.347660	49.530000	75.954474	
0.053351	0.010166	0.377962	2.344904	50.040000	2.356360	51.040000	75.971699	
0.044425	0.007425	0.321087	2.393672	50.580000	2.409408	51.730000	75.967086	
0.035688	0.001922	0.290560	2.430781	51.740000	2.455717	52.280000	75.960054	
0.045905	0.006738	0.334228	2.329684	54.060000	2.346599	54.380000	75.954323	
0.026334	0.000769	0.216347	2.314087	53.900000	2.328702	54.520000	75.948030	
0.048714	0.009884	0.325924	2.322909	54.120000	2.338999	54.660000	75.944427	
0.045381	0.010528	0.290158	2.312523	54.020000	2.338550	54.920000	75.933800	
0.035393	0.000840	0.285337	2.304720	54.780000	2.330775	55.460000	75.927806	
0.052625	0.013927	0.317009	2.252968	55.360000	2.284270	55.730000	75.920240	
0.037782	0.001243	0.296951	2.322229	55.260000	2.358061	55.090000	75.915630	
0.040502	0.006351	0.275364	2.331721	55.380000	2.363494	55.600000	75.909539	
0.037184	0.002006	0.281419	2.380545	55.920000	2.414978	56.180000	75.904469	
0.026700	0.000702	0.206366	2.376718	56.120000	2.410583	56.280000	75.899324	
0.184067	0.098867	0.671113	1.777627	45.940000	1.821184	45.120000	75.893828	
0.067244	0.004176	0.492994	1.631534	51.760000	1.667606	52.380000	75.899963	
0.051797	0.004267	0.368718	1.818418	54.460000	1.846808	55.350000	75.894521	
0.044284	0.003914	0.310817	1.974344	55.420000	1.999198	56.220000	75.886842	
0.043861	0.004323	0.302139	2.074860	56.320000	2.094885	56.350000	75.881988	
0.040932	0.004974	0.272750	2.066267	56.780000	2.084643	56.790000	75.876353	
0.034020	0.001210	0.247044	2.095441	57.520000	2.111162	57.550000	75.871679	
0.082849	0.026341	0.422368	1.939885	57.140000	1.944940	57.340000	75.866967	
0.042976	0.001775	0.305723	2.058859	57.260000	2.043294	57.370000	75.862516	
0.032001	0.000939	0.228836	2.140554	57.240000	2.113692	57.500000	75.857232	
0.059704	0.012971	0.341821	2.295564	56.440000	2.271858	56.340000	75.853230	
