Train Loss	Train Loss X	Train Loss U	Test Loss	Test Acc.	Epoch Time	
0.269642	0.001399	0.373207	0.646389	84.822526	30.730175	
0.276114	0.001562	0.378745	0.638210	84.964659	30.704398	
0.270630	0.001560	0.370394	0.561980	86.251537	31.291911	
0.275604	0.001818	0.375536	0.610152	84.910879	30.920227	
0.269219	0.001748	0.364273	0.589668	85.394899	30.350607	
0.280931	0.001725	0.380196	0.575285	85.748310	30.726666	
0.276551	0.001403	0.371211	0.600064	85.029963	30.561009	
0.274592	0.001687	0.367764	0.553021	86.132452	30.463134	
0.269063	0.001931	0.358243	0.624887	84.484481	30.753026	
0.272319	0.001902	0.360619	0.602706	85.210510	30.547867	
0.258110	0.001260	0.342466	0.612864	84.999232	30.433952	
0.268934	0.001376	0.353116	0.561766	86.105562	30.417599	
0.282615	0.001757	0.370627	0.530886	86.593423	30.648294	
0.293634	0.002287	0.382272	0.556422	86.128611	30.705448	
0.274336	0.001297	0.356682	0.585246	85.175937	30.578316	
0.272989	0.001219	0.354402	0.650259	84.403811	30.811950	
0.264704	0.001661	0.340146	0.624313	85.110633	30.811877	
0.271545	0.001291	0.349419	0.625950	85.022280	31.037401	
0.277072	0.001562	0.353537	0.647570	84.653503	31.015543	
0.294631	0.001678	0.375027	0.668139	84.119545	31.154256	
0.275893	0.001068	0.350472	0.641877	84.814843	31.649912	
0.291760	0.001564	0.367833	0.633092	85.022280	32.422213	
0.281799	0.001094	0.355745	0.634537	85.260449	31.659921	
0.299810	0.001676	0.374199	0.623800	85.087585	32.237996	
0.300126	0.001580	0.374710	0.643797	84.814843	32.270843	
0.295749	0.001782	0.366707	0.676415	84.376921	32.495006	
0.297735	0.001944	0.367635	0.723129	83.635525	32.653741	
0.289818	0.001986	0.356884	0.619796	85.356484	33.524839	
0.287605	0.001282	0.352448	0.683932	84.188691	32.152640	
0.294646	0.001365	0.360961	0.698525	84.031192	32.333514	
0.285567	0.001473	0.346728	0.734269	83.481868	31.862708	
0.289520	0.002227	0.350271	0.766656	83.070836	31.698359	
0.280705	0.001919	0.338076	0.687774	84.257837	32.061620	
0.272458	0.001040	0.327799	0.709088	83.996620	31.367236	
0.291268	0.001898	0.348630	0.613303	85.475569	31.745311	
0.279820	0.001360	0.333164	0.661901	84.426859	31.824907	
0.305549	0.001955	0.363179	0.639168	84.672711	31.661359	
0.304966	0.001362	0.360208	0.572209	85.963430	31.640365	
0.310482	0.001496	0.366267	0.593143	85.479410	31.746914	
0.304102	0.001656	0.356580	0.545793	86.447449	31.503304	
0.301632	0.001774	0.352172	0.542219	86.739398	31.918364	
0.293067	0.001617	0.341425	0.533431	86.712508	31.668653	
0.302885	0.001416	0.350850	0.558802	86.274585	31.633030	
0.312081	0.001559	0.361335	0.572286	86.470498	31.784122	
0.311931	0.001368	0.358230	0.643609	84.956976	32.170514	
0.309799	0.001854	0.355160	0.576682	86.067148	31.957611	
0.302378	0.001272	0.345136	0.605205	85.379533	32.128848	
0.305559	0.001464	0.347581	0.578061	86.036417	32.486650	
0.303978	0.001450	0.344548	0.618144	85.344960	31.996847	
0.300932	0.001915	0.338759	0.634935	84.922403	32.289005	
0.303212	0.001389	0.341473	0.575522	85.844345	32.506518	
0.320776	0.002301	0.357634	0.588600	85.371850	32.517103	
0.305916	0.001209	0.342127	0.527711	86.631838	32.311759	
0.313904	0.001247	0.348386	0.503540	87.188844	32.936284	
0.321289	0.001511	0.355980	0.547355	86.336048	33.363167	
0.317023	0.001618	0.349130	0.548394	86.489705	33.315795	
0.319046	0.001478	0.350465	0.515207	87.265673	32.771646	
0.320712	0.001851	0.350730	0.541438	86.489705	33.060825	
0.315617	0.001549	0.343642	0.567248	86.047941	32.969376	
0.298166	0.001244	0.324448	0.525839	86.716349	32.943650	
0.317049	0.001175	0.342690	0.475601	87.803473	32.971221	
0.341839	0.002490	0.368108	0.438047	88.886755	32.702763	
0.293495	0.001661	0.314151	0.500996	87.304087	32.933313	
0.300836	0.001421	0.322105	0.486953	87.711278	33.270557	
0.329760	0.001885	0.350581	0.477812	87.899508	33.128975	
0.328918	0.001586	0.349210	0.452821	88.525661	32.795290	
0.315882	0.001340	0.334180	0.462688	88.218347	33.010973	
0.327607	0.001786	0.344713	0.470382	88.099262	33.196263	
0.318925	0.001419	0.335010	0.450844	88.464198	33.153150	
0.332833	0.001665	0.347506	0.453328	88.671635	33.262567	
0.328979	0.002019	0.342770	0.496468	87.849570	33.384275	
0.307966	0.001094	0.319389	0.494029	87.715120	33.804480	
0.326359	0.001544	0.338019	0.440044	88.905962	33.608695	
0.331846	0.001621	0.341109	0.459476	88.356638	33.505930	
0.323253	0.001354	0.332324	0.442387	88.683159	33.816822	
0.330359	0.001544	0.337372	0.446035	88.602489	33.914876	
0.326736	0.001428	0.333160	0.470591	88.241395	33.756083	
0.323588	0.001457	0.328309	0.454991	88.656269	33.910001	
0.337147	0.001333	0.341179	0.457588	88.567916	33.913147	
0.320622	0.001394	0.323192	0.436430	89.201752	34.013851	
0.335970	0.001754	0.336887	0.447310	88.982790	33.991743	
0.326587	0.001434	0.326971	0.457854	88.763829	34.439055	
0.322326	0.001547	0.320820	0.472795	88.299017	34.069923	
0.343165	0.001711	0.341070	0.485873	87.765058	34.136267	
0.330927	0.001122	0.327285	0.500573	87.238783	34.335572	
0.336473	0.002217	0.331627	0.537204	86.528119	34.316017	
0.328984	0.000997	0.322983	0.551612	86.332207	34.726868	
0.331196	0.001412	0.324710	0.502412	87.476951	34.353549	
0.320449	0.001450	0.311923	0.448729	88.736939	34.273630	
0.341584	0.001862	0.331978	0.460850	88.648586	34.659780	
0.324716	0.001119	0.314282	0.432681	89.259373	34.992176	
0.338565	0.001768	0.326628	0.444872	89.059619	34.773505	
0.338047	0.001314	0.324834	0.427542	89.413030	34.964953	
0.339590	0.001414	0.325507	0.428014	89.343884	35.206460	
0.344074	0.001470	0.328294	0.442750	89.040412	35.716347	
0.352103	0.001904	0.334553	0.457522	88.844499	35.785817	
0.355719	0.001869	0.336807	0.482478	88.129994	35.623641	
0.357616	0.001625	0.337573	0.502235	87.354026	35.656882	
0.337406	0.001393	0.317677	0.501009	87.115857	35.761000	
0.333210	0.001492	0.312240	0.477071	87.742010	35.691400	
0.363381	0.001881	0.339418	0.469821	88.406577	35.433162	
0.335353	0.001482	0.311974	0.480455	87.845728	35.879768	
0.351852	0.001751	0.326464	0.457749	88.479564	35.903227	
0.348665	0.001584	0.321963	0.446527	89.067302	35.997587	
0.337427	0.001356	0.311254	0.423124	89.409189	36.077002	
0.369525	0.001539	0.338894	0.431319	88.975108	35.964609	
0.362161	0.001879	0.331406	0.421694	89.374616	36.591893	
0.353744	0.001726	0.321880	0.426981	89.247849	36.392203	
0.350706	0.001560	0.318947	0.424431	89.147972	36.148580	
0.356403	0.001291	0.322407	0.415256	89.578211	36.179296	
0.369520	0.001780	0.333632	0.415948	89.543639	36.336404	
0.365233	0.001709	0.327721	0.433474	89.205593	37.121178	
0.357248	0.001221	0.320810	0.450395	88.786878	37.283507	
0.354484	0.001748	0.315770	0.464533	88.590965	37.143378	
0.355317	0.001330	0.316779	0.447101	88.859865	36.664989	
0.355150	0.001660	0.314246	0.456782	88.510295	36.764297	
0.372303	0.001541	0.329489	0.426622	89.420713	37.261535	
0.349861	0.001840	0.307256	0.440559	89.040412	37.551200	
0.353817	0.001174	0.311239	0.448938	88.725415	36.872981	
