Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
0.808405	0.808405	0.000000	2.065120	26.400000	2.057361	25.920000	15.784473	
0.349068	0.349068	0.000000	1.746295	36.480000	1.739014	36.260000	15.400367	
0.274014	0.274014	0.000000	1.302142	54.720000	1.300844	54.030000	15.331975	
0.235031	0.235031	0.000000	1.022725	64.460000	1.028826	64.450000	15.245971	
0.214993	0.214993	0.000000	0.901804	69.600000	0.914304	68.870000	15.247271	
0.198521	0.198521	0.000000	0.860649	71.780000	0.875692	71.320000	15.255578	
0.185568	0.185568	0.000000	0.849902	72.840000	0.864546	72.670000	15.319716	
0.171603	0.171603	0.000000	0.847370	73.780000	0.859147	73.940000	15.333382	
0.174802	0.174802	0.000000	0.848572	74.520000	0.858174	74.520000	15.397212	
0.167538	0.167538	0.000000	0.846631	74.940000	0.857139	75.040000	15.377016	
0.163238	0.163238	0.000000	0.847744	75.300000	0.860588	75.530000	15.347737	
0.159598	0.159598	0.000000	0.846353	75.600000	0.864105	75.820000	15.287039	
0.158404	0.158404	0.000000	0.848332	75.900000	0.863522	75.980000	15.309263	
0.154444	0.154444	0.000000	0.842912	76.120000	0.860338	76.360000	15.289142	
0.149981	0.149981	0.000000	0.839890	76.360000	0.857919	76.630000	15.319554	
0.151336	0.151336	0.000000	0.843221	76.740000	0.862521	76.660000	15.315911	
0.150480	0.150480	0.000000	0.845151	76.920000	0.863768	76.650000	15.378740	
0.141133	0.141133	0.000000	0.851439	77.140000	0.869475	76.510000	15.387430	
0.144386	0.144386	0.000000	0.847428	77.320000	0.863049	76.760000	15.402692	
0.144052	0.144052	0.000000	0.852068	77.260000	0.870247	76.740000	15.396820	
0.994995	0.319907	2.700351	0.850478	76.700000	0.864559	76.190000	107.957780	
0.756516	0.301743	1.819093	0.852846	75.580000	0.868930	75.150000	108.239065	
0.853347	0.301141	2.208824	0.850213	75.100000	0.871378	74.600000	108.776856	
0.793831	0.287702	2.024518	0.889631	74.060000	0.910093	73.630000	109.213717	
0.745377	0.271179	1.896793	0.911560	73.940000	0.929123	73.750000	109.364378	
0.740689	0.269331	1.885429	0.942011	73.560000	0.953482	73.670000	109.519977	
0.705785	0.257996	1.791156	0.931831	73.760000	0.953247	73.670000	109.791772	
0.699264	0.251915	1.789398	0.931770	74.080000	0.950671	73.790000	110.037782	
0.674560	0.244351	1.720837	0.915697	74.300000	0.931042	74.200000	110.051476	
0.660538	0.239859	1.682713	0.916606	74.200000	0.936500	74.040000	109.968000	
0.667234	0.236725	1.722038	0.919220	74.500000	0.943397	74.150000	109.953805	
0.648041	0.239141	1.635600	0.891659	74.840000	0.917020	74.620000	109.927618	
0.643370	0.240695	1.610700	0.874712	75.640000	0.897452	75.260000	109.961781	
0.624403	0.229337	1.580262	0.901914	75.080000	0.919281	74.910000	109.898692	
0.639728	0.232327	1.629605	0.904148	75.240000	0.917833	74.860000	109.811052	
0.579863	0.218408	1.445820	0.895203	75.460000	0.906861	75.130000	109.754828	
0.607457	0.221678	1.543114	0.881850	75.140000	0.901589	75.190000	109.711110	
0.585675	0.219266	1.465639	0.912933	74.860000	0.933580	74.670000	109.658239	
0.582118	0.215553	1.466256	0.907634	74.940000	0.935621	75.060000	109.601386	
0.600754	0.216086	1.538672	0.916391	74.900000	0.947027	74.800000	109.523142	
0.582005	0.217079	1.459704	0.922435	74.800000	0.950795	74.830000	109.414127	
0.584667	0.218078	1.466354	0.922400	75.020000	0.949216	74.740000	109.308766	
0.583961	0.216823	1.468554	0.918920	74.760000	0.950249	74.580000	109.197719	
0.590170	0.217442	1.490911	0.913614	75.320000	0.938217	75.150000	109.066128	
