Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
0.344948	0.344948	0.000000	2.059340	30.760000	2.070086	30.650000	21.860850	
0.021890	0.021890	0.000000	2.393651	38.560000	2.423648	38.630000	21.904939	
0.019380	0.019380	0.000000	2.732361	40.340000	2.762187	40.240000	22.389417	
0.023726	0.023726	0.000000	2.879441	41.140000	2.916883	41.200000	22.695685	
0.000748	0.000748	0.000000	2.921143	41.680000	2.963737	41.130000	22.735058	
0.038627	0.038627	0.000000	2.820343	42.520000	2.867162	41.690000	22.763686	
0.000867	0.000867	0.000000	2.857558	43.180000	2.906495	42.330000	22.921878	
0.000386	0.000386	0.000000	2.769992	42.220000	2.816819	41.510000	22.807264	
0.000451	0.000451	0.000000	2.691329	41.220000	2.729042	40.260000	22.916328	
0.258758	0.258758	0.000000	3.549664	14.980000	3.539055	15.120000	22.866850	
0.055724	0.055724	0.000000	3.134950	30.560000	3.129962	30.620000	22.721388	
0.009401	0.009401	0.000000	2.970381	39.880000	2.975446	39.670000	22.883668	
0.030380	0.030380	0.000000	2.970994	42.320000	2.979708	41.890000	22.916956	
0.013167	0.013167	0.000000	3.112012	43.120000	3.125662	42.680000	23.046939	
0.000422	0.000422	0.000000	3.098044	43.160000	3.122163	42.210000	23.193624	
0.017491	0.017491	0.000000	3.034526	43.180000	3.035582	43.000000	23.286768	
0.000503	0.000503	0.000000	2.955355	42.680000	2.955914	42.450000	23.365288	
0.038985	0.038985	0.000000	2.842078	42.040000	2.850543	41.760000	23.404978	
0.009151	0.009151	0.000000	2.928776	43.120000	2.930051	42.300000	23.586684	
0.000322	0.000322	0.000000	2.888051	42.420000	2.889000	42.500000	23.635928	
0.000345	0.000345	0.000000	2.763097	41.480000	2.766102	41.260000	23.754918	
0.053736	0.053736	0.000000	2.506007	38.660000	2.505765	38.770000	23.946261	
0.020197	0.020197	0.000000	2.723647	41.440000	2.723495	40.540000	23.994114	
0.025284	0.025284	0.000000	2.822367	43.160000	2.821371	42.470000	24.018307	
0.001371	0.001371	0.000000	2.928068	44.220000	2.939288	42.980000	24.102678	
