Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
0.355635	0.355635	0.000000	2.033082	25.520000	2.019107	26.250000	14.546301	
0.023718	0.023718	0.000000	2.047370	30.940000	2.026772	32.210000	14.409475	
0.000541	0.000541	0.000000	2.310694	34.760000	2.289276	35.440000	14.590256	
0.000393	0.000393	0.000000	2.583426	35.520000	2.560967	36.060000	14.572240	
0.247556	0.247556	0.000000	2.787059	20.620000	2.774334	21.040000	14.652412	
0.067433	0.067433	0.000000	2.824798	26.640000	2.806025	26.280000	14.714523	
0.009241	0.009241	0.000000	2.957208	32.120000	2.950058	32.900000	14.682102	
0.000587	0.000587	0.000000	3.132328	34.400000	3.131883	35.080000	14.735875	
0.000362	0.000362	0.000000	3.228608	33.920000	3.230379	34.250000	14.770007	
0.209855	0.209855	0.000000	2.960754	14.500000	2.946771	14.700000	14.790624	
0.594783	0.559460	0.176613	3.466202	11.920000	3.453949	12.180000	33.989295	
0.097433	0.083559	0.069371	4.971066	12.580000	4.959993	12.750000	34.240605	
0.067361	0.027381	0.199902	5.160867	15.400000	5.160531	15.920000	34.405870	
0.074611	0.027929	0.233408	4.363935	21.960000	4.375832	21.600000	34.471927	
0.045111	0.017305	0.139033	3.997219	26.380000	4.026109	27.450000	34.438714	
0.058163	0.020638	0.187625	3.818282	29.280000	3.852613	30.650000	34.400035	
0.050588	0.017207	0.166904	3.766937	31.400000	3.792280	32.720000	34.412716	
0.045616	0.015297	0.151597	3.697042	33.300000	3.700992	34.150000	34.428185	
0.050756	0.012195	0.192802	3.556030	34.880000	3.557822	36.100000	34.445780	
0.055884	0.024428	0.157276	3.448989	35.760000	3.444629	37.160000	34.475488	
0.084675	0.043055	0.208098	3.337890	35.740000	3.314298	37.400000	34.497402	
0.053036	0.016779	0.181285	3.422221	36.120000	3.342160	37.430000	34.504330	
0.029564	0.002761	0.134012	3.319033	37.240000	3.247469	38.540000	34.526206	
0.063905	0.014806	0.245498	3.227113	38.340000	3.159494	40.150000	34.515176	
0.059857	0.019734	0.200619	3.159298	39.520000	3.090934	41.060000	34.515207	
0.033254	0.002492	0.153813	3.106445	40.500000	3.063489	41.640000	34.536137	
0.100599	0.050163	0.252180	2.950875	40.980000	2.929790	41.900000	34.537341	
0.041917	0.004101	0.189082	2.945742	41.720000	2.926501	42.760000	34.544934	
0.043742	0.010647	0.165474	2.935149	42.460000	2.928168	43.850000	34.558093	
0.029929	0.003492	0.132188	2.952956	42.480000	2.952846	43.840000	34.571413	
0.037911	0.007118	0.153964	2.969339	42.940000	2.981304	43.980000	34.577793	
0.097044	0.041546	0.277493	2.876317	42.960000	2.894165	43.530000	34.584590	
0.035742	0.005493	0.151247	2.959881	44.120000	2.977742	44.070000	34.597324	
0.041856	0.010654	0.156012	2.970041	44.440000	2.958233	44.850000	34.595995	
0.024008	0.002211	0.108982	2.981425	44.280000	2.969296	44.350000	34.600856	
0.057050	0.020144	0.184532	2.946296	44.020000	2.941461	44.250000	34.603722	
0.030320	0.004941	0.126897	2.925369	44.700000	2.901851	44.740000	34.608005	
0.040421	0.010798	0.148114	2.920712	44.320000	2.887125	44.700000	34.624434	
0.020719	0.001780	0.094697	2.955457	44.440000	2.921284	45.030000	34.628851	
0.031625	0.005312	0.131567	2.949749	44.840000	2.914920	45.160000	34.631556	
0.203822	0.113313	0.452547	2.521351	33.420000	2.530098	34.280000	34.632633	
0.070904	0.011183	0.298602	2.388797	37.340000	2.382883	37.930000	34.639164	
0.046167	0.009411	0.183777	2.528855	42.320000	2.528836	42.150000	34.634626	
0.028136	0.001280	0.134278	2.679016	42.960000	2.689469	43.440000	34.633695	
0.040844	0.008792	0.160263	2.790913	44.160000	2.786839	44.770000	34.631425	
0.044434	0.010054	0.171899	2.822513	44.980000	2.808311	45.660000	34.635246	
0.039359	0.007228	0.160652	2.871200	45.160000	2.844481	46.180000	34.633477	
0.055334	0.013204	0.210650	2.785725	45.140000	2.769870	46.280000	34.632847	
0.028340	0.001035	0.136521	2.798584	45.240000	2.792016	46.080000	34.635192	
0.037835	0.005898	0.159684	2.828395	45.720000	2.811695	46.230000	34.633002	
0.071009	0.023274	0.238672	2.694986	46.140000	2.658083	47.010000	34.632430	
0.030029	0.001567	0.142306	2.759288	46.080000	2.711910	47.410000	34.630875	
0.229314	0.104433	0.624407	2.768298	33.880000	2.705725	34.010000	34.629121	
0.072569	0.007742	0.324135	2.831512	39.520000	2.773775	39.430000	34.624255	
0.051752	0.006768	0.224924	2.903709	41.920000	2.845375	42.520000	34.624774	
0.052743	0.009687	0.215281	2.929787	43.180000	2.879721	43.900000	34.626460	
0.027254	0.001007	0.131237	2.938485	43.040000	2.897910	43.620000	34.636234	
0.066272	0.016848	0.247116	2.872619	43.100000	2.861230	44.040000	34.641160	
0.043809	0.007385	0.182123	2.826402	44.000000	2.819990	45.060000	34.645385	
0.025161	0.001156	0.120025	2.839777	43.760000	2.822404	45.040000	34.647955	
0.047210	0.008896	0.191570	2.857549	43.960000	2.843698	45.580000	34.649399	
0.055562	0.014538	0.205122	2.745452	44.720000	2.741498	46.170000	34.647730	
0.024640	0.000932	0.118538	2.752483	44.860000	2.739679	46.430000	34.653575	
0.074635	0.023364	0.256354	2.750127	44.420000	2.728436	45.960000	34.664254	
0.039278	0.005385	0.169467	2.777138	44.940000	2.760658	46.010000	34.661252	
0.026305	0.001364	0.124708	2.781577	44.740000	2.769816	46.260000	34.659172	
0.130126	0.046100	0.420132	2.729780	43.080000	2.714974	44.450000	34.662341	
0.046396	0.005849	0.202732	2.731578	45.220000	2.715352	45.930000	34.664197	
0.049970	0.009989	0.199901	2.727132	45.860000	2.722489	46.590000	34.667204	
0.040004	0.004150	0.179270	2.757203	46.740000	2.754137	46.750000	34.670947	
0.023582	0.000617	0.114826	2.766943	46.360000	2.758080	46.680000	34.671490	
0.053203	0.013378	0.199127	2.670877	46.640000	2.653503	47.240000	34.668794	
0.029343	0.001526	0.139082	2.710437	47.000000	2.687232	47.280000	34.666427	
0.036181	0.005385	0.153980	2.706300	47.080000	2.688933	47.150000	34.667130	
0.037688	0.003718	0.169849	2.724644	47.540000	2.704718	48.200000	34.672229	
0.032322	0.006103	0.131096	2.734470	46.960000	2.710867	48.030000	34.675376	
0.050102	0.008394	0.208541	2.722898	47.080000	2.703064	47.830000	34.675412	
0.042907	0.007745	0.175807	2.723660	47.040000	2.703347	47.900000	34.674495	
0.023224	0.000807	0.112086	2.736086	46.740000	2.724025	47.890000	34.672224	
0.079904	0.022590	0.286573	2.625996	47.380000	2.637775	47.610000	34.669705	
0.029131	0.001869	0.136313	2.688387	47.060000	2.694336	47.680000	34.666215	
0.058565	0.012734	0.229152	2.681705	47.480000	2.686447	48.140000	34.664686	
