Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
0.811258	0.608210	0.007286	0.707081	82.340000	0.715870	82.130000	
0.822614	0.614661	0.007442	0.701562	82.300000	0.711954	82.090000	
0.826836	0.614309	0.007586	0.703701	82.400000	0.712860	82.120000	
0.829151	0.618018	0.007517	0.708182	82.040000	0.720864	81.980000	
0.838457	0.625646	0.007557	0.709948	82.200000	0.720791	81.990000	
0.834989	0.621800	0.007550	0.714234	82.120000	0.723973	81.700000	
0.842687	0.629466	0.007532	0.706850	81.960000	0.718268	81.540000	
0.842009	0.626468	0.007594	0.709063	82.120000	0.718354	81.950000	
0.850465	0.634263	0.007598	0.698124	82.460000	0.708908	82.020000	
0.819473	0.610216	0.007335	0.696665	82.520000	0.710201	81.940000	
0.804748	0.600104	0.007155	0.702641	82.520000	0.711408	82.090000	
0.823292	0.613419	0.007319	0.700104	82.520000	0.704198	82.290000	
0.836507	0.624028	0.007391	0.704225	82.280000	0.710506	82.080000	
0.826159	0.613807	0.007368	0.696191	82.200000	0.699793	82.270000	
0.822618	0.610963	0.007325	0.702802	82.260000	0.705214	82.110000	
0.845760	0.624734	0.007630	0.699711	82.260000	0.704626	82.340000	
0.832644	0.618315	0.007380	0.693281	82.720000	0.699427	82.300000	
0.828682	0.613048	0.007407	0.690710	82.720000	0.697047	82.390000	
0.843609	0.625940	0.007458	0.687345	82.680000	0.695630	82.600000	
0.878076	0.649028	0.007828	0.693805	82.620000	0.702912	82.420000	
0.834753	0.617115	0.007419	0.698323	82.520000	0.703653	82.390000	
0.833961	0.614174	0.007474	0.698787	82.540000	0.701502	82.410000	
0.816771	0.604062	0.007215	0.697010	82.700000	0.701124	82.500000	
0.842282	0.622908	0.007423	0.695150	82.600000	0.697478	82.590000	
0.854749	0.627924	0.007656	0.698608	82.680000	0.702328	82.600000	
0.847909	0.624329	0.007528	0.701783	82.540000	0.705257	82.470000	
0.872669	0.641104	0.007778	0.704395	82.260000	0.708010	82.320000	
0.833282	0.613753	0.007355	0.709669	82.160000	0.711599	82.190000	
0.830684	0.610488	0.007360	0.706338	82.280000	0.704747	82.090000	
0.838439	0.617224	0.007376	0.702985	82.340000	0.702846	82.030000	
0.809967	0.597044	0.007082	0.702522	82.480000	0.700996	82.250000	
0.839576	0.618659	0.007330	0.698076	82.660000	0.695054	82.640000	
0.861634	0.630949	0.007636	0.713736	82.500000	0.712853	82.230000	
0.833609	0.611981	0.007318	0.708553	82.280000	0.706231	82.420000	
0.839667	0.617768	0.007309	0.698254	82.460000	0.697801	82.490000	
0.860864	0.632821	0.007493	0.699853	82.140000	0.701031	82.180000	
0.833677	0.613349	0.007223	0.696262	82.620000	0.696896	82.360000	
0.888212	0.648987	0.007824	0.693840	82.540000	0.695377	82.230000	
0.855468	0.629440	0.007374	0.689145	82.780000	0.695422	82.110000	
0.838723	0.615249	0.007274	0.690088	82.240000	0.697456	82.170000	
0.852585	0.625923	0.007360	0.684103	82.760000	0.689260	82.440000	
0.842198	0.615409	0.007346	0.676711	83.060000	0.679441	82.890000	
0.838379	0.610215	0.007374	0.678189	83.100000	0.680037	82.740000	
0.848741	0.618566	0.007421	0.686606	82.960000	0.684300	82.810000	
0.829775	0.608071	0.007131	0.683983	82.940000	0.682607	82.900000	
0.846177	0.616790	0.007361	0.683358	82.960000	0.683882	82.920000	
0.852366	0.622732	0.007351	0.685913	82.900000	0.688486	82.880000	
0.848851	0.618202	0.007367	0.683288	82.760000	0.683837	82.720000	
0.858695	0.626430	0.007401	0.683780	82.380000	0.683368	82.710000	
0.822597	0.600880	0.007048	0.684654	82.520000	0.685082	82.540000	
0.869113	0.632807	0.007494	0.680866	82.740000	0.683945	82.730000	
0.842299	0.610540	0.007333	0.673137	83.100000	0.672716	82.960000	
0.890286	0.646897	0.007683	0.679046	83.320000	0.680750	82.970000	
0.843044	0.616673	0.007130	0.678695	83.160000	0.681610	82.980000	
0.855454	0.621808	0.007342	0.675440	83.160000	0.678559	82.920000	
0.835828	0.608262	0.007135	0.686051	83.100000	0.690488	82.580000	
0.870356	0.629590	0.007531	0.680138	83.100000	0.684148	82.990000	
0.867842	0.631482	0.007376	0.675988	82.940000	0.681091	83.210000	
0.877563	0.636001	0.007521	0.676975	83.020000	0.679854	83.370000	
0.849060	0.615571	0.007253	0.677523	83.160000	0.679670	83.200000	
0.875770	0.632659	0.007535	0.675417	83.060000	0.677974	83.220000	
0.887330	0.639666	0.007659	0.676522	83.080000	0.676992	83.130000	
0.886627	0.639855	0.007614	0.676378	82.980000	0.675745	82.860000	
0.846574	0.611829	0.007227	0.679277	82.800000	0.678717	82.980000	
0.850396	0.616787	0.007175	0.672801	83.100000	0.671455	83.330000	
0.887225	0.641605	0.007528	0.665310	83.300000	0.667803	83.460000	
0.874120	0.630214	0.007458	0.663581	83.720000	0.666817	83.230000	
0.874476	0.629453	0.007476	0.668148	83.480000	0.671216	83.060000	
0.847868	0.613394	0.007138	0.663567	83.480000	0.667458	83.200000	
0.861074	0.617400	0.007401	0.661167	83.260000	0.668517	83.160000	
0.837254	0.602800	0.007106	0.661354	83.400000	0.666970	83.260000	
0.865689	0.621585	0.007382	0.666350	83.360000	0.671309	83.120000	
0.815047	0.592133	0.006726	0.673424	83.360000	0.679670	83.040000	
0.836726	0.606045	0.006945	0.674058	83.140000	0.677432	82.920000	
0.880636	0.628886	0.007563	0.669297	83.520000	0.676415	83.010000	
0.869729	0.625209	0.007329	0.661529	83.820000	0.668693	83.340000	
0.842078	0.610147	0.006937	0.653278	84.240000	0.661808	83.570000	
0.866317	0.620550	0.007335	0.646875	84.260000	0.657257	83.680000	
0.907261	0.648295	0.007712	0.646994	84.080000	0.656119	83.670000	
0.871299	0.622856	0.007382	0.657945	83.680000	0.666139	83.390000	
0.862735	0.617247	0.007278	0.667779	83.340000	0.673627	83.140000	
0.851240	0.607681	0.007206	0.658969	83.420000	0.667286	83.390000	
0.868618	0.622170	0.007276	0.657008	83.500000	0.666194	83.280000	
0.841911	0.604635	0.006990	0.665385	83.560000	0.671613	83.230000	
0.891679	0.636077	0.007513	0.663921	83.660000	0.668683	83.110000	
0.892488	0.638049	0.007463	0.656352	83.780000	0.662050	83.480000	
0.837312	0.602769	0.006864	0.652213	83.880000	0.661352	83.460000	
0.849842	0.610330	0.006995	0.649446	83.880000	0.656483	83.630000	
0.870513	0.622031	0.007241	0.651344	83.780000	0.654941	83.540000	
0.910172	0.649293	0.007586	0.655045	83.720000	0.655198	83.640000	
0.875197	0.626453	0.007218	0.658611	83.680000	0.660454	83.490000	
0.871777	0.619938	0.007293	0.650207	83.720000	0.653556	83.700000	
0.870980	0.626452	0.007066	0.656548	83.780000	0.664251	83.360000	
0.890088	0.630533	0.007484	0.662056	83.780000	0.673240	83.270000	
0.888026	0.630780	0.007402	0.655842	83.980000	0.668468	83.280000	
0.874934	0.621054	0.007290	0.669011	83.460000	0.678240	83.110000	
0.884736	0.628928	0.007330	0.665997	83.660000	0.674150	83.100000	
0.886386	0.626252	0.007438	0.659848	83.600000	0.667765	83.090000	
0.900067	0.637291	0.007498	0.665038	83.460000	0.675028	83.050000	
0.849057	0.601947	0.007036	0.663214	83.520000	0.674328	83.270000	
0.898831	0.634366	0.007515	0.657461	83.640000	0.664375	83.470000	
0.870335	0.613223	0.007291	0.641354	84.320000	0.651494	83.730000	
0.890723	0.625125	0.007516	0.638387	84.100000	0.647230	83.750000	
0.873504	0.616701	0.007252	0.641341	84.180000	0.648449	83.670000	
0.874106	0.615511	0.007287	0.631101	84.240000	0.643691	83.870000	
0.901411	0.633788	0.007526	0.620200	84.640000	0.642526	83.850000	
0.924237	0.651633	0.007650	0.616634	84.620000	0.638444	84.000000	
0.871316	0.610658	0.007300	0.616649	84.740000	0.640247	83.860000	
0.884971	0.626047	0.007237	0.626635	84.540000	0.647104	83.770000	
0.858710	0.607084	0.007019	0.626179	84.760000	0.643592	83.930000	
0.860161	0.607757	0.007026	0.629527	84.780000	0.647479	83.970000	
0.885982	0.624221	0.007272	0.622969	84.820000	0.640362	84.160000	
0.876108	0.618378	0.007145	0.623450	84.880000	0.636961	84.110000	
0.881805	0.620388	0.007232	0.630443	84.380000	0.648833	84.000000	
0.875593	0.620016	0.007057	0.629395	84.520000	0.650060	84.010000	
0.881482	0.619180	0.007228	0.624700	84.520000	0.647041	83.960000	
0.878810	0.615784	0.007233	0.615354	84.720000	0.641768	84.060000	
0.860725	0.608501	0.006922	0.621942	84.540000	0.645400	84.120000	
0.890924	0.625643	0.007266	0.638375	84.100000	0.661067	83.690000	
0.863556	0.611366	0.006894	0.642461	83.880000	0.662197	83.520000	
0.923261	0.644849	0.007595	0.646229	83.800000	0.659828	83.570000	
0.884524	0.619436	0.007217	0.647839	83.620000	0.656385	83.650000	
0.862086	0.605614	0.006969	0.642342	83.880000	0.650398	83.670000	
0.893774	0.628979	0.007181	0.642440	83.740000	0.650343	83.750000	
0.900466	0.629957	0.007321	0.635521	83.840000	0.649117	83.760000	
0.911249	0.632472	0.007530	0.632077	84.160000	0.639656	83.990000	
0.882628	0.619145	0.007102	0.637623	83.980000	0.646259	83.880000	
0.889398	0.621334	0.007212	0.628341	84.320000	0.645171	83.750000	
0.892260	0.622807	0.007235	0.619265	84.600000	0.637934	84.040000	
0.889592	0.624352	0.007108	0.609557	84.860000	0.633169	84.130000	
0.870396	0.606754	0.007051	0.607550	84.780000	0.628928	84.120000	
0.877805	0.615998	0.006988	0.606397	84.940000	0.629991	84.050000	
0.885198	0.620764	0.007045	0.602980	84.920000	0.624981	84.390000	
0.903990	0.632785	0.007211	0.607786	85.180000	0.630540	84.280000	
0.888106	0.619291	0.007133	0.605851	85.360000	0.631300	84.430000	
0.877970	0.611496	0.007058	0.608717	85.160000	0.636067	84.320000	
0.873052	0.610843	0.006931	0.613167	85.080000	0.638881	84.340000	
0.903239	0.631799	0.007161	0.614568	85.180000	0.640094	84.250000	
0.885853	0.617662	0.007062	0.620801	84.800000	0.645444	84.110000	
0.904352	0.632207	0.007153	0.610014	84.920000	0.631557	84.610000	
0.860817	0.604592	0.006721	0.606341	84.960000	0.625030	84.620000	
0.889915	0.622760	0.006994	0.602831	85.100000	0.623812	84.530000	
0.894593	0.620571	0.007160	0.602494	84.900000	0.624113	84.530000	
0.885726	0.617283	0.007001	0.600492	84.940000	0.619467	84.640000	
0.897205	0.625226	0.007080	0.609677	85.080000	0.630008	84.390000	
0.855607	0.599171	0.006663	0.612697	85.100000	0.630296	84.130000	
0.925157	0.640277	0.007388	0.609453	85.200000	0.624386	84.420000	
0.905053	0.627808	0.007176	0.607275	85.200000	0.622763	84.420000	
0.950446	0.653498	0.007671	0.609899	85.220000	0.629862	84.390000	
0.891056	0.619107	0.007012	0.610063	85.140000	0.632369	84.280000	
0.879757	0.611846	0.006895	0.610148	84.860000	0.633982	84.130000	
0.921144	0.639673	0.007230	0.607770	85.180000	0.628132	84.330000	
0.935000	0.644921	0.007438	0.602084	85.220000	0.624425	84.380000	
0.904876	0.624836	0.007167	0.603315	85.020000	0.624341	84.440000	
0.881950	0.607593	0.007008	0.598244	85.200000	0.617942	84.620000	
0.894950	0.623121	0.006931	0.594725	85.320000	0.615251	84.600000	
0.892363	0.614259	0.007077	0.603036	85.120000	0.626664	84.480000	
0.894077	0.618478	0.007001	0.606704	84.900000	0.632803	84.330000	
0.917418	0.631381	0.007252	0.606247	84.860000	0.628602	84.580000	
0.922747	0.634554	0.007293	0.606325	84.780000	0.623998	84.560000	
0.894554	0.620939	0.006912	0.609215	84.560000	0.627874	84.330000	
0.923349	0.632943	0.007322	0.609636	84.760000	0.629126	84.300000	
0.931114	0.641222	0.007296	0.611329	84.680000	0.630178	84.330000	
0.926091	0.637700	0.007245	0.613962	84.860000	0.631871	84.380000	
0.899626	0.616084	0.007110	0.608297	84.960000	0.624044	84.710000	
0.900802	0.617874	0.007081	0.599000	84.960000	0.616675	84.760000	
0.905322	0.624629	0.007013	0.590609	85.080000	0.609996	84.900000	
0.887161	0.610447	0.006901	0.588131	85.440000	0.611153	85.020000	
0.904959	0.620498	0.007081	0.595395	85.120000	0.613851	84.720000	
0.917977	0.629676	0.007163	0.598409	85.180000	0.619166	84.430000	
0.910255	0.621367	0.007165	0.589330	85.220000	0.608745	84.920000	
0.896260	0.613433	0.007002	0.592404	85.400000	0.613807	84.920000	
0.923278	0.634447	0.007138	0.590913	85.240000	0.615345	84.710000	
0.922160	0.628687	0.007239	0.597116	85.220000	0.616721	84.780000	
0.936939	0.640660	0.007295	0.596381	85.380000	0.617159	84.750000	
0.925094	0.634241	0.007149	0.597602	85.140000	0.617577	84.970000	
0.905655	0.614549	0.007142	0.597911	85.140000	0.620379	84.650000	
0.917581	0.628032	0.007091	0.598217	85.220000	0.623872	84.620000	
0.920024	0.627926	0.007141	0.598914	85.120000	0.624189	84.520000	
0.937615	0.639738	0.007269	0.596133	85.180000	0.620041	84.760000	
0.921731	0.630131	0.007103	0.593026	85.220000	0.616007	84.820000	
0.931079	0.629568	0.007332	0.592568	85.420000	0.616988	84.630000	
0.952854	0.643840	0.007501	0.589582	85.380000	0.611103	84.770000	
0.893407	0.612235	0.006813	0.584442	85.500000	0.606434	84.950000	
0.914286	0.621595	0.007079	0.586452	85.560000	0.607358	84.640000	
0.932390	0.629526	0.007312	0.589580	85.520000	0.610586	84.850000	
0.905495	0.615181	0.006997	0.591122	85.740000	0.612325	84.840000	
0.931842	0.632238	0.007208	0.597309	85.400000	0.621725	84.620000	
0.929747	0.630553	0.007186	0.595476	85.460000	0.620576	84.530000	
0.920487	0.628375	0.007003	0.595422	85.540000	0.620698	84.480000	
0.888729	0.607199	0.006738	0.598308	85.320000	0.623469	84.460000	
0.914783	0.623961	0.006948	0.593926	85.580000	0.617644	84.740000	
0.933276	0.632112	0.007182	0.599272	85.360000	0.623188	84.620000	
0.933121	0.631715	0.007175	0.597391	85.400000	0.623306	84.640000	
0.953783	0.645379	0.007329	0.597464	85.180000	0.621647	84.730000	
0.942430	0.637535	0.007233	0.593799	85.600000	0.624052	84.700000	
0.932424	0.636038	0.007019	0.593855	85.380000	0.625855	84.640000	
0.907230	0.613411	0.006947	0.592223	85.500000	0.620966	84.840000	
0.921295	0.622562	0.007051	0.590094	85.600000	0.618526	84.820000	
0.908301	0.612939	0.006959	0.595929	85.380000	0.624792	84.820000	
0.916298	0.620198	0.006964	0.595575	85.320000	0.622836	84.640000	
0.929871	0.625158	0.007155	0.599628	85.420000	0.627700	84.660000	
0.949500	0.637019	0.007324	0.591743	85.680000	0.616294	84.910000	
0.916144	0.624017	0.006835	0.589969	85.500000	0.612775	84.860000	
0.942556	0.631599	0.007263	0.591783	85.520000	0.618701	84.940000	
0.927179	0.627769	0.006982	0.587962	85.880000	0.615247	85.030000	
0.944193	0.635016	0.007197	0.584196	85.640000	0.609415	85.100000	
0.914864	0.615458	0.006958	0.578501	85.920000	0.606887	85.180000	
0.908613	0.608335	0.006967	0.578526	85.860000	0.605334	84.910000	
0.945979	0.633660	0.007234	0.580528	85.740000	0.606177	85.090000	
0.949971	0.639181	0.007186	0.581735	85.440000	0.605206	84.880000	
0.934903	0.631262	0.007009	0.579693	85.740000	0.602239	85.000000	
0.949216	0.637076	0.007193	0.579102	85.500000	0.596356	85.150000	
0.903627	0.606825	0.006828	0.584875	85.520000	0.602430	85.000000	
0.941299	0.633249	0.007075	0.584475	85.760000	0.603924	85.090000	
0.906760	0.610120	0.006801	0.585497	85.760000	0.609603	84.930000	
0.967408	0.647612	0.007320	0.583982	85.820000	0.607084	85.150000	
0.925997	0.614673	0.007114	0.583727	85.820000	0.604841	85.220000	
0.951446	0.636638	0.007181	0.576131	86.180000	0.599582	85.280000	
0.946657	0.638245	0.007024	0.577491	86.140000	0.602895	85.100000	
0.947512	0.636151	0.007079	0.569207	86.240000	0.595359	85.190000	
0.908851	0.609268	0.006800	0.579151	86.040000	0.605617	85.130000	
0.935409	0.626434	0.007002	0.584625	86.040000	0.610434	84.980000	
0.952255	0.635016	0.007177	0.582330	86.000000	0.608805	85.220000	
0.958966	0.638771	0.007232	0.578595	86.060000	0.604912	85.220000	
0.938780	0.627673	0.007015	0.576882	86.260000	0.604046	85.140000	
0.918214	0.613782	0.006853	0.580830	86.340000	0.608476	85.090000	
0.965885	0.647630	0.007153	0.578124	86.420000	0.604871	85.260000	
0.966570	0.641150	0.007302	0.576484	86.140000	0.602343	85.200000	
0.971525	0.643738	0.007343	0.576206	86.260000	0.602385	85.070000	
0.954057	0.635737	0.007119	0.571782	86.280000	0.597663	85.350000	
0.931242	0.624970	0.006838	0.566870	86.320000	0.589993	85.520000	
0.952666	0.634781	0.007086	0.569713	86.300000	0.595144	85.340000	
0.961838	0.638863	0.007188	0.567997	86.380000	0.594468	85.290000	
0.945472	0.632017	0.006965	0.571620	86.140000	0.597312	85.180000	
0.951289	0.633741	0.007044	0.568462	86.200000	0.591385	85.290000	
0.946029	0.629933	0.007000	0.572696	86.140000	0.600002	85.140000	
0.971185	0.640416	0.007313	0.578987	86.380000	0.611186	84.990000	
0.948886	0.629487	0.007051	0.567847	86.260000	0.596724	85.240000	
0.960175	0.635556	0.007154	0.572478	86.340000	0.600247	85.230000	
0.941310	0.622166	0.007022	0.571172	86.240000	0.595520	85.210000	
0.970587	0.641410	0.007232	0.568652	86.140000	0.593819	85.160000	
0.920372	0.607747	0.006857	0.559958	86.560000	0.588810	85.140000	
0.982232	0.647397	0.007332	0.563957	86.380000	0.592568	85.180000	
0.962883	0.636630	0.007133	0.565260	86.100000	0.590769	85.140000	
0.900330	0.596141	0.006640	0.572417	86.200000	0.596519	85.170000	
0.962253	0.637882	0.007069	0.566800	86.380000	0.595377	85.280000	
0.949862	0.624726	0.007074	0.559416	86.420000	0.586403	85.440000	
0.954693	0.631388	0.007023	0.560969	86.480000	0.583186	85.430000	
0.936971	0.618353	0.006911	0.562601	86.200000	0.583982	85.520000	
0.970110	0.634881	0.007259	0.561286	86.260000	0.580807	85.770000	
0.951737	0.623939	0.007087	0.562676	86.260000	0.583787	85.500000	
0.970240	0.637010	0.007193	0.559343	86.460000	0.582637	85.440000	
0.942457	0.626434	0.006811	0.560931	86.420000	0.578927	85.660000	
