Train Loss	Train Loss X	Train Loss U	Test Loss	Test Acc.	Epoch Time	
0.371302	0.371302	0.000000	2.354773	19.230000	15.419715	
0.001450	0.001450	0.000000	2.468837	25.860000	15.457255	
0.000622	0.000622	0.000000	2.451482	33.090000	15.526875	
0.000501	0.000501	0.000000	2.475214	36.850000	15.401112	
0.273995	0.273995	0.000000	3.276016	24.190000	15.363728	
0.035039	0.035039	0.000000	3.212850	30.160000	15.399794	
0.022045	0.022045	0.000000	2.994988	36.540000	15.420137	
0.000562	0.000562	0.000000	2.978212	39.660000	15.472813	
0.000425	0.000425	0.000000	2.983223	40.230000	15.453721	
0.000551	0.000551	0.000000	2.969681	39.880000	15.474224	
5.903530	1.094315	4.809215	2.263245	13.680000	140.371024	
4.433804	0.071760	4.362044	2.200295	21.930000	143.562490	
3.928907	0.058531	3.870376	2.329539	15.040000	143.995876	
3.904623	0.017531	3.887091	2.508501	11.120000	144.213865	
3.973506	0.016176	3.957329	2.587954	10.110000	145.461753	
4.216454	0.263883	3.952570	2.565547	10.060000	147.082664	
3.944209	0.069052	3.875157	2.595573	10.710000	149.087202	
1.646001	0.030873	1.615128	2.760088	14.070000	153.588319	
0.211130	0.006531	0.204600	3.017387	11.210000	159.826339	
3.047728	0.500475	2.547253	2.623079	10.050000	168.337558	
0.162426	0.013993	0.148432	2.972018	10.620000	185.407960	
0.061431	0.003291	0.058140	2.934550	14.480000	218.894549	
