Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
0.416745	0.416745	0.000000	2.098830	25.000000	2.109411	24.700000	14.538677	
0.005831	0.005831	0.000000	2.161277	31.840000	2.186330	31.170000	14.535882	
0.034200	0.034200	0.000000	2.482281	34.240000	2.517151	33.470000	14.572323	
0.019012	0.019012	0.000000	2.782179	35.820000	2.818856	34.870000	14.556922	
0.025581	0.025581	0.000000	3.027399	36.880000	3.072390	35.070000	14.512136	
0.000346	0.000346	0.000000	3.134445	37.020000	3.193575	35.170000	14.579126	
0.048749	0.048749	0.000000	3.125629	37.180000	3.186086	35.530000	14.622127	
0.002876	0.002876	0.000000	3.197242	37.500000	3.268679	35.830000	14.607421	
0.000404	0.000404	0.000000	3.164894	37.160000	3.247430	35.420000	14.655761	
0.187055	0.187055	0.000000	2.907357	25.620000	2.955682	24.850000	14.693275	
0.089886	0.089886	0.000000	3.207264	27.120000	3.241673	26.260000	14.708795	
0.018927	0.018927	0.000000	3.206500	31.980000	3.229169	30.880000	14.731485	
0.000468	0.000468	0.000000	3.265313	34.600000	3.267145	33.450000	14.809738	
0.000408	0.000408	0.000000	3.329308	33.680000	3.337832	32.880000	14.784312	
0.397909	0.397909	0.000000	2.855677	22.680000	2.839001	23.000000	14.844093	
0.032109	0.032109	0.000000	3.029137	28.400000	3.022140	28.140000	14.853415	
0.014852	0.014852	0.000000	3.154968	33.040000	3.160871	32.320000	14.882434	
0.000426	0.000426	0.000000	3.201586	34.780000	3.213938	34.450000	14.906300	
0.256322	0.256322	0.000000	3.706184	16.180000	3.725089	16.280000	14.954878	
0.083969	0.083969	0.000000	4.272241	22.960000	4.277336	22.110000	14.976655	
0.009259	0.009259	0.000000	3.835959	29.860000	3.823160	29.320000	14.997618	
0.000474	0.000474	0.000000	3.610790	33.100000	3.595985	32.320000	15.023445	
0.000744	0.000744	0.000000	3.482294	33.060000	3.477307	32.480000	15.056254	
0.060583	0.060583	0.000000	3.447608	35.320000	3.415754	35.470000	15.077746	
0.008542	0.008542	0.000000	3.519367	37.120000	3.485863	37.240000	15.089788	
0.000311	0.000311	0.000000	3.491030	36.700000	3.455586	37.040000	15.088644	
0.000266	0.000266	0.000000	3.389149	35.260000	3.350739	35.300000	15.093881	
0.000306	0.000306	0.000000	3.326462	32.280000	3.291365	32.240000	15.094946	
0.322813	0.322813	0.000000	3.387098	18.360000	3.394282	18.280000	15.102146	
0.029826	0.029826	0.000000	3.444757	25.820000	3.476190	25.580000	15.100787	
0.794551	0.086050	2.834005	2.863071	33.540000	2.885828	32.000000	94.243365	
0.308071	0.046399	1.046689	3.199993	29.620000	3.228232	28.930000	93.738806	
0.807301	0.037774	3.078106	2.523027	32.260000	2.552727	31.500000	93.836597	
0.537440	0.041725	1.982860	2.908766	26.520000	2.940378	25.410000	94.073318	
0.645052	0.027258	2.471175	2.337286	28.760000	2.369372	28.080000	94.206423	
0.394361	0.023161	1.484800	2.799785	21.980000	2.817076	21.490000	94.486724	
0.445644	0.023382	1.689049	2.471117	24.560000	2.485781	23.620000	94.708934	
0.288236	0.013802	1.097735	2.516880	25.220000	2.539538	24.350000	55.427970	
0.353295	0.015219	1.352305	2.276342	33.080000	2.291740	32.170000	86.624077	
0.371966	0.014966	1.428003	2.082489	38.840000	2.109311	37.450000	97.422439	
0.380465	0.017225	1.452960	1.964375	44.280000	1.994274	42.780000	102.468264	
0.316250	0.010775	1.221899	1.916029	47.140000	1.944028	46.740000	105.511718	
0.337038	0.021028	1.264042	1.876830	48.740000	1.898405	48.120000	107.532741	
0.293757	0.008472	1.141139	1.924376	50.900000	1.956290	49.620000	108.997240	
0.264243	0.013343	1.003603	1.992499	50.380000	2.027675	49.400000	110.100541	
0.288061	0.011468	1.106372	2.010340	51.840000	2.026747	50.380000	111.150212	
0.277921	0.009412	1.074034	2.005496	53.460000	2.021091	52.430000	111.806898	
0.263915	0.011810	1.008419	2.017071	54.980000	2.019893	53.640000	112.406712	
0.293869	0.015740	1.112516	1.966301	56.140000	1.980424	54.610000	112.891613	
0.290487	0.014003	1.105935	1.896760	56.900000	1.886163	55.950000	113.335846	
0.273203	0.011279	1.047697	1.924695	57.220000	1.971840	55.270000	113.711893	
0.230824	0.012680	0.872574	1.808934	56.600000	1.844980	55.980000	114.038477	
0.262123	0.010341	1.007128	1.909244	57.680000	1.949499	56.320000	114.302825	
0.255819	0.010350	0.981877	2.013114	56.700000	1.992995	56.510000	114.531547	
0.275627	0.010750	1.059507	1.773466	60.640000	1.753212	59.860000	114.759949	
0.244026	0.011168	0.931430	1.847403	59.780000	1.862483	58.960000	114.930543	
0.237573	0.007469	0.920414	2.065359	58.200000	2.087918	57.730000	115.046166	
0.244038	0.008617	0.941687	1.999506	58.680000	2.040608	57.990000	115.197571	
0.204679	0.006952	0.790910	2.175431	58.040000	2.247358	56.370000	115.305132	
0.240679	0.008175	0.930019	2.030741	58.960000	2.088584	57.130000	115.446338	
0.226677	0.007307	0.877479	2.048857	58.520000	2.076081	57.310000	115.572260	
0.241946	0.010344	0.926407	2.225586	57.120000	2.294128	55.680000	115.733271	
0.229345	0.012236	0.868438	1.849233	59.720000	1.859061	58.690000	115.828443	
0.225656	0.010587	0.860274	2.027992	58.960000	2.073047	56.720000	115.895794	
0.205732	0.009393	0.785355	1.869014	59.860000	1.902633	58.550000	115.961721	
0.235983	0.009303	0.906718	1.845460	59.080000	1.929736	57.670000	116.029883	
0.250478	0.009338	0.964558	1.813632	60.480000	1.864106	59.670000	116.120032	
0.228216	0.009039	0.876707	1.902686	59.560000	1.966454	58.550000	116.180230	
0.226303	0.008097	0.872827	1.706365	62.940000	1.742832	61.710000	116.244600	
0.217479	0.006239	0.844960	2.046783	59.340000	2.094098	58.480000	116.301183	
0.235555	0.006509	0.916185	1.779815	62.660000	1.827882	61.490000	116.339496	
0.219736	0.009007	0.842916	2.032180	59.380000	2.086040	57.890000	116.426849	
0.220749	0.006352	0.857588	2.177739	59.120000	2.247136	58.360000	116.446838	
0.224570	0.006543	0.872109	1.923750	60.820000	1.960563	59.920000	116.513846	
0.205445	0.007521	0.791699	2.097834	59.480000	2.185810	58.490000	116.576358	
0.218110	0.010003	0.832430	1.884684	61.500000	1.903279	59.770000	116.671078	
0.209873	0.007812	0.808244	1.728151	63.460000	1.756356	61.810000	116.711417	
0.222622	0.010786	0.847347	1.913408	61.780000	1.978183	60.960000	116.771570	
0.204047	0.005824	0.792892	1.776543	63.360000	1.838047	62.570000	116.820287	
0.219285	0.007386	0.847598	1.772015	62.860000	1.806509	62.430000	116.906616	
0.200563	0.008518	0.768179	1.762644	62.920000	1.769748	63.000000	116.981896	
0.203051	0.008704	0.777390	1.969354	61.480000	2.003361	60.060000	117.086799	
0.205852	0.008127	0.790901	1.687387	63.720000	1.669216	63.350000	117.200069	
0.238191	0.009591	0.914401	1.908743	59.980000	1.930732	59.450000	117.278196	
0.198000	0.005217	0.771130	1.951646	60.860000	2.014151	59.450000	117.315687	
0.202399	0.005495	0.787617	2.003025	61.720000	2.098758	60.420000	117.370639	
0.200732	0.009279	0.765814	1.865108	62.240000	1.945441	61.160000	117.384124	
0.233878	0.011468	0.889641	1.894251	62.360000	1.968562	61.600000	117.370542	
0.243855	0.011454	0.929605	1.777109	61.420000	1.787507	60.890000	117.359893	
0.200915	0.008972	0.767771	1.856764	60.280000	1.887018	60.610000	116.296672	
0.195409	0.008289	0.748480	1.936644	60.060000	2.038546	58.460000	116.837317	
0.198041	0.010585	0.749826	1.766876	61.640000	1.801369	60.740000	117.193722	
0.239587	0.010728	0.915436	1.599944	63.120000	1.648764	62.240000	117.329865	
0.206766	0.007404	0.797445	1.935895	60.020000	2.001951	58.400000	117.452973	
0.215951	0.005292	0.842636	1.869858	60.100000	1.887437	59.780000	117.493657	
0.214759	0.007981	0.827114	2.144328	58.160000	2.185411	57.550000	117.556811	
0.189933	0.005751	0.736728	1.626090	64.660000	1.635174	63.830000	117.565244	
0.184395	0.005725	0.714681	1.890848	61.600000	1.930855	61.060000	117.605952	
0.202555	0.007268	0.781151	1.703056	63.680000	1.694385	63.470000	117.632261	
0.200115	0.006509	0.774424	1.736354	63.260000	1.772090	62.890000	117.669512	
0.184983	0.005851	0.716527	1.638354	65.120000	1.670393	64.120000	117.671247		
0.198225	0.035701	0.162524	1.563538	62.720000	1.599251	61.750000	116.476127	
0.413434	0.040337	0.373097	1.592956	60.980000	1.598106	61.090000	114.956388	
0.182305	0.011966	0.170340	1.928204	59.440000	1.925961	58.840000	114.346725	
0.267224	0.014740	0.252484	1.869491	60.940000	1.870783	59.940000	113.970430	
0.139272	0.006374	0.132898	1.912942	62.240000	1.917073	61.520000	113.760245	
0.186838	0.014349	0.172489	1.935620	61.980000	1.928186	61.480000	113.634853	
0.129052	0.008550	0.120502	1.950506	62.340000	1.942073	62.200000	113.606638	
0.140236	0.007028	0.133208	1.891897	63.300000	1.865780	63.240000	113.485088	
0.093277	0.006888	0.086389	1.893110	63.960000	1.847663	63.730000	113.576257	
0.111484	0.006982	0.104501	1.867012	63.420000	1.815221	63.670000	113.606743	
0.127223	0.010587	0.116636	1.828395	64.020000	1.832725	63.320000	113.591108	
0.133446	0.006572	0.126874	1.788400	64.360000	1.816088	63.840000	113.590708	
0.172228	0.013932	0.158296	1.730897	65.080000	1.747810	64.130000	113.551206	
0.279908	0.012680	0.267228	1.667078	66.500000	1.695323	65.910000	113.561897	
0.228243	0.009714	0.218529	1.721174	66.600000	1.746701	66.100000	113.465771	
0.236942	0.010904	0.226038	1.687609	66.360000	1.702412	65.850000	113.382369	
0.221564	0.009931	0.211633	1.740723	65.920000	1.783727	65.000000	113.303444	
0.131238	0.006909	0.124328	1.637473	66.780000	1.654954	66.570000	113.362502	
0.110681	0.010026	0.100654	1.674865	65.720000	1.712917	64.860000	113.389877	
0.141089	0.013715	0.127375	1.617983	66.240000	1.629319	65.420000	113.399375	
0.225066	0.011553	0.213513	1.661626	65.580000	1.674720	65.130000	113.376481	
0.105134	0.006064	0.099070	1.628307	65.920000	1.634199	65.560000	113.383168	
0.090174	0.004958	0.085216	1.787349	65.360000	1.830839	64.410000	113.364235	
0.174221	0.010251	0.163971	1.848479	64.280000	1.897801	63.750000	113.310097	
0.129112	0.006959	0.122153	1.890824	64.920000	1.939781	64.020000	113.280331	
0.231035	0.010583	0.220452	1.801162	66.180000	1.848742	65.750000	113.236891	
0.071484	0.005079	0.066405	1.736441	66.160000	1.760719	65.580000	113.255543	
0.146207	0.006291	0.139915	1.787065	65.980000	1.799639	65.590000	113.213177	
0.309459	0.008242	0.301217	1.790662	66.660000	1.822244	66.450000	113.161049	
0.148836	0.007465	0.141371	1.754091	66.520000	1.758982	66.350000	104.423070	
0.216149	0.011747	0.204402	1.706057	66.460000	1.675914	66.540000	108.056833	
0.150142	0.007242	0.142900	1.743349	65.540000	1.719896	65.710000	109.660638	
0.112933	0.006313	0.106621	1.713439	65.800000	1.725305	65.580000	110.623486	
0.155483	0.008536	0.146947	1.895192	64.860000	1.946975	64.380000	110.998365	
0.173727	0.011066	0.162661	1.671975	65.260000	1.676681	64.950000	111.250518	
0.090143	0.007625	0.082518	1.838668	63.660000	1.855571	63.050000	111.710529	
