Train Loss	Train Loss X	Train Loss U	Val Loss	Val Acc.	Test Loss	Test Acc.	Epoch Time	
0.384044	0.384044	0.000000	2.009667	26.620000	2.010408	26.970000	14.676335	
0.000615	0.000615	0.000000	1.973434	35.760000	1.986895	35.640000	14.733409	
0.090043	0.090043	0.000000	2.344059	34.860000	2.352790	34.890000	14.652040	
0.000561	0.000561	0.000000	2.631884	36.020000	2.651539	36.340000	14.639326	
0.000441	0.000441	0.000000	2.834723	35.340000	2.857979	35.770000	14.780256	
0.174529	0.174529	0.000000	3.007496	32.260000	3.003115	31.520000	14.810307	
0.014450	0.014450	0.000000	3.245556	33.900000	3.261892	32.800000	14.841756	
0.000382	0.000382	0.000000	3.328844	35.180000	3.368035	34.070000	14.807093	
0.000421	0.000421	0.000000	3.368256	33.720000	3.411227	32.970000	14.800235	
0.217006	0.217006	0.000000	3.473314	16.100000	3.486690	16.300000	14.846886	
0.298140	0.298140	0.000000	3.912256	14.840000	3.891809	15.650000	14.833395	
0.043018	0.043018	0.000000	4.332094	19.700000	4.284759	20.000000	14.828161	
0.014664	0.014664	0.000000	4.216486	25.600000	4.176869	25.160000	14.875053	
0.000476	0.000476	0.000000	4.103593	28.620000	4.070291	28.320000	14.888782	
0.000475	0.000475	0.000000	4.148951	28.480000	4.126101	27.740000	14.915870	
0.307121	0.307121	0.000000	3.916198	27.180000	3.899771	26.430000	14.946643	
0.036105	0.036105	0.000000	4.003715	30.940000	3.978611	30.050000	14.938089	
0.008488	0.008488	0.000000	3.899965	33.140000	3.889935	32.670000	14.944071	
0.022880	0.022880	0.000000	3.849074	34.100000	3.850032	33.970000	14.961825	
0.010520	0.010520	0.000000	3.867404	35.080000	3.876362	34.440000	14.950173	
0.000372	0.000372	0.000000	3.859510	34.100000	3.868278	33.280000	15.008877	
0.000362	0.000362	0.000000	3.886929	31.640000	3.902841	30.620000	15.035163	
0.358813	0.358813	0.000000	4.094546	11.820000	4.112959	11.310000	15.000487	
0.247212	0.247212	0.000000	4.712251	13.480000	4.708996	13.480000	15.000515	
0.031578	0.031578	0.000000	4.635389	17.680000	4.633352	17.640000	14.983824	
0.002197	0.002197	0.000000	4.296928	23.980000	4.306951	22.870000	14.971383	
0.000514	0.000514	0.000000	4.124724	27.040000	4.139805	26.520000	14.977973	
0.145740	0.145740	0.000000	3.745117	27.480000	3.744398	26.990000	14.991878	
0.029702	0.029702	0.000000	3.786651	31.540000	3.774557	31.240000	14.980596	
0.010650	0.010650	0.000000	3.844326	33.220000	3.841217	32.980000	14.967931	
0.399128	0.078045	1.284334	3.254615	34.060000	3.262687	34.190000	154.213792	
0.536881	0.156613	1.521072	2.790205	32.140000	2.811472	31.930000	154.152501	
0.366804	0.044880	1.287693	2.752306	33.020000	2.807189	32.540000	154.116894	
0.304887	0.023901	1.123944	2.800473	33.680000	2.872438	32.660000	154.051976	
0.442689	0.065299	1.509559	2.894048	36.120000	2.997497	34.540000	154.030554	
0.365722	0.033190	1.330127	2.890777	37.400000	3.028550	35.160000	153.990992	
0.298013	0.016043	1.127880	2.851295	36.260000	2.979229	34.170000	153.996114	
0.245407	0.006436	0.955884	2.804913	35.120000	2.915991	33.460000	153.989319	
0.291091	0.018765	1.089305	2.748083	35.420000	2.837489	34.330000	153.950279	
0.235507	0.006479	0.916114	2.695034	34.900000	2.768650	34.480000	153.899102	
0.244488	0.008372	0.944464	2.648888	35.200000	2.717193	35.810000	153.868255	
0.248140	0.013674	0.937864	2.605821	37.120000	2.652492	37.690000	153.806606	
0.294868	0.030651	1.056868	2.591097	38.420000	2.619552	38.660000	153.748323	
0.227711	0.005291	0.889679	2.669072	39.120000	2.699262	38.680000	153.716830	
0.193270	0.004775	0.753981	2.649457	39.500000	2.680398	38.990000	153.671812	
0.189923	0.005846	0.736308	2.635175	40.780000	2.676189	39.560000	153.643818	
0.322241	0.037451	1.139161	2.498236	42.220000	2.582592	40.880000	153.616466	
0.188027	0.004332	0.734782	2.510917	43.240000	2.610210	41.810000	153.597886	
0.262434	0.021294	0.964559	2.396371	45.380000	2.476720	44.180000	153.570762	
0.175729	0.003396	0.689330	2.441755	45.600000	2.511242	44.370000	153.552269	
0.179247	0.005730	0.694069	2.450282	45.660000	2.507186	44.270000	153.550428	
0.158234	0.003049	0.620740	2.435185	45.920000	2.491185	44.590000	153.548888	
0.159372	0.003736	0.622541	2.411437	45.840000	2.462029	45.250000	153.537067	
0.175901	0.005303	0.682391	2.365714	46.980000	2.414380	46.350000	153.524422	
0.167911	0.003858	0.656210	2.342517	47.820000	2.391057	47.160000	153.508877	
0.168804	0.003670	0.660536	2.305710	48.800000	2.349991	47.980000	153.486847	
0.194533	0.014269	0.721053	2.233563	50.100000	2.289279	49.140000	153.468021	
0.216321	0.004612	0.846839	2.116360	50.740000	2.180640	49.520000	153.458131	
